reading_no;reading_type;duration;time;user;sigma_value;units;batch;heat;lot;note_xrf;sample_measurement_id;sample_id;site_id;N;E;coord_ref;parish;patina;munsell_hue;munsell_value;hue;color;material;artefact;type;note_measurement;texture_1;texture_2;luster;sedimentary_structures;foliation;topography;homogeneity;inclusion;%-inclusion;surface;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm;sample_size;mode;Bal;12Mg;13Al;14Si;15P;16S;17Cl;19K;20Ca;23V;24Cr;25Mn;26Fe;27Co;28Ni;29Cu;30Zn;33As;34Se;37Rb;38Sr;39Y;40Zr;41Nb;42Mo;46Pd;47Ag;48Cd;50Sn;51Sb;56Ba;72Hf;73Ta;74W;75Re;79Au;80Hg;81Ti;82Pb;83Bi;90Th;92U
665;Mining;133.07;mån feb 17, 2020 - 10:26:15;User;2;%;;;;;42b;42;;7096297;752920;Sweref 99 TM;Umeå;Yes;N3; ;Light;Gray;Quartzite;Arrow point;Point;Sample point on side with iron oxide;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;13;51;;;663;Medium;Mining;;1.4891 ;31.1771 ;56.1097 ;3.1308 ;0.6649 ;2.8053 ;2.3598 ;1.1666 ;0.0080 ;0.0156 ;0.2004 ;0.0096 ;0.0035 ;;;;;;;;;;;;;;;0.0035 ;;;;;;;;;0.8542 ;;;;
666;Mining;132.91;mån feb 17, 2020 - 10:30:07;User;2;%;;;;;43;43;;7096297;752920;Sweref 99 TM;Umeå;Yes;7.5Y; 7/3;Light;Opaque;Breccie quartz;Arrow point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;5;Dirt;17;56;;;952;Medium;Mining;54.3014 ;0.3024 ;0.8265 ;44.0340 ;0.0571 ;0.0738 ;0.1596 ;0.1676 ;0.0133 ;;0.0053 ;;0.0398 ;;;;;;;;;;0.0026 ;;;;;;;;0.0036 ;;;;;;;0.0129 ;;;;
668;Mining;132.20;mån feb 17, 2020 - 10:33:53;User;2;%;;;;;44;44;Stensele 75;7221248;598195;Sweref 99 TM;Stensele;No;N9; ;White;White;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Irregular;Yes;;;;31;68;18;40;2108;Large;Mining;55.5070 ;;0.0942 ;43.9307 ;0.0206 ;0.0840 ;0.1574 ;0.0578 ;0.0122 ;;0.0084 ;;0.0045 ;;;;;;;;;;;;;;;;0.0005 ;;0.0150 ;;;;;;;0.0038 ;;;;
669;Mining;132.99;mån feb 17, 2020 - 10:37:05;User;2;%;;;;;45;45;Stensele 271;7216749;599351;Sweref 99 TM;Stensele;Yes;7.5Y; 9/1;Light;Opaque;Quartzite;Point preform;Preform;;Granular;Fine-grained;Waxy;None;None;Irregular;No;Dark mineral grains;2;;22;43;9;10;946;Medium;Mining;54.1205 ;0.3536 ;0.2660 ;45.0273 ;;0.0245 ;0.1315 ;0.0394 ;0.0112 ;;0.0063 ;;;;;;;;;;0.0005 ;;0.0017 ;;;;;;0.0006 ;;0.0142 ;;;;;;;0.0027 ;;;;
670;Mining;132.03;mån feb 17, 2020 - 10:39:59;User;2;%;;;;;46;46;;7096297;752920;Sweref 99 TM;Umeå;No;5Y; 8/1;Light;Opaque;Breccie quartz;Point;Point;;Granular;Fine-grained;Waxy;Possible bedding;None;Fine;No;Dark mineral inclusion;33;;63;184;10;;11592;Large;Mining;53.3229 ;0.7975 ;0.4416 ;44.7062 ;0.0340 ;0.1520 ;0.3226 ;0.1349 ;0.0602 ;;0.0019 ;;0.0094 ;;;;0.0008 ;;;;0.0001 ;;0.0038 ;;;;;;0.0005 ;;0.0080 ;;;;;;;0.0036 ;;;;
671;Mining;132.26;mån feb 17, 2020 - 10:42:53;User;2;%;;;;;46b;46;;7096297;752920;Sweref 99 TM;Umeå;No;5Y; 8/1;Light;Opaque;Breccie quartz;Point;Point;Sample point on dark mineral inclusion;Granular;Fine-grained;Waxy;Possible bedding;None;Fine;No;Dark mineral inclusion;33;;63;184;10;;11592;Large;Mining;;;1.1780 ;93.8792 ;0.0916 ;1.0081 ;1.8409 ;0.6455 ;0.7450 ;0.0091 ;;0.4262 ;;0.0092 ;;;;;;;;;;;;;;;0.0037 ;;0.0673 ;;;;;;;0.1040 ;;;;
672;Mining;134.37;mån feb 17, 2020 - 10:45:59;User;2;%;;;;;47;47;;7096297;752920;Sweref 99 TM;Umeå;Yes;5Y; 7/2;Light;Opaque;Breccie quartz;Point preform;Preform;;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;5;;61;114;;;6954;Large;Mining;57.8197 ;;0.8490 ;40.6581 ;0.0328 ;0.0663 ;0.0708 ;0.2753 ;0.1451 ;;;;0.0214 ;;;;;;;;;;0.0012 ;;;;;;0.0006 ;;0.0158 ;;;;;;;0.0440 ;;;;
673;Mining;134.37;mån feb 17, 2020 - 10:49:42;User;2;%;;;;;48;48;;7096297;752920;Sweref 99 TM;Umeå;No;5Y; 7/1;Light;Opaque;Breccie quartz;Knife preform;Knife;;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;10;Iron oxide;50;123;;;6150;Large;Mining;0.0274 ;1.5814 ;1.1260 ;95.7734 ;0.0895 ;0.1129 ;0.6803 ;0.2277 ;0.0424 ;;;0.1936 ;0.0159 ;0.0014 ;;;;;;;;;;;;;;;0.0040 ;;0.1156 ;;;;;;;0.0087 ;;;;
674;Mining;131.74;mån feb 17, 2020 - 10:54:04;User;2;%;;;;;49;49;;7096297;752920;Sweref 99 TM;Umeå;No;5Y; 5/4;Light;Opaque;Breccie quartz;Arrow point;Point;;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;2;;14;41;;;574;Small;Mining;63.9303 ;;1.2905 ;33.9932 ;0.0989 ;0.0494 ;0.2426 ;0.2520 ;0.0300 ;0.0006 ;;;0.0925 ;;;;;;;;0.0004 ;;0.0007 ;;;;;;;;0.0092 ;;;;;;;0.0097 ;;;;
675;Mining;131.32;mån feb 17, 2020 - 10:58:55;User;2;%;;;;;50;50;;7096297;752920;Sweref 99 TM;Umeå;No;N9; ;White;White;Quartzite;Point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;Dirt;15;22;;;330;Small;Mining;56.6216 ;;0.3109 ;42.7815 ;;0.0649 ;0.0795 ;0.0700 ;0.0129 ;;0.0315 ;;0.0128 ;;;;;;;0.0001 ;;;;;;;;;;;0.0040 ;;;;;;;0.0103 ;;;;
676;Mining;130.41;mån feb 17, 2020 - 11:01:48;User;2;%;;;;;51;51;;7096297;752920;Sweref 99 TM;Umeå;No;7.5Y; 5/4;Light;Opaque;Breccie quartz;Point;Point;;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;10;Dirt or iron oxide;15;35;;;525;Small;Mining;54.3691 ;0.2642 ;0.1445 ;44.9011 ;0.0115 ;0.0098 ;0.1935 ;0.0853 ;0.0076 ;;0.0027 ;;0.0051 ;;;;;;;0.0001 ;;;0.0015 ;;;;;;;;0.0039 ;;;;;;;;;;;
677;Mining;131.59;mån feb 17, 2020 - 11:05:15;User;2;%;;;;;52;52;;7099679;730889;Sweref 99 TM;Vännäs;No;N3; ;Light;Gray;Quartzite;Point;Point;;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Bands of dark mineral;;Glue and dirt;17;45;7;4;765;Medium;Mining;53.6724 ;0.2963 ;1.3187 ;43.2209 ;0.0341 ;0.0953 ;0.2249 ;0.8111 ;0.0501 ;0.0007 ;0.0027 ;;0.0774 ;;;;0.0005 ;;;0.0035 ;0.0009 ;0.0011 ;0.0494 ;;;;;;0.0006 ;;0.0207 ;;;;;;;0.1183 ;;;0.0005 ;
678;Mining;134.91;mån feb 17, 2020 - 11:08:31;User;2;%;;;;;53;53;;7099679;730889;Sweref 99 TM;Vännäs;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;32;94;11;37;3008;Large;Mining;55.1841 ;0.4238 ;0.2921 ;43.4601 ;0.0158 ;0.0695 ;0.3178 ;0.1525 ;0.0315 ;;0.0033 ;;0.0178 ;;;;;;;0.0004 ;0.0001 ;;0.0017 ;;;;;;;;0.0134 ;;;;;;;0.0163 ;;;;
679;Mining;130.09;mån feb 17, 2020 - 11:11:21;User;2;%;;;;;54;54;Åsele 115;7118200;614649;Sweref 99 TM;Åsele;No;N2; ;Dark;Gray;Quartzite;Point;Point;;Massive;Fine-grained;Waxy;None;None;Fine;Yes;;;;20;44;7;8;880;Medium;Mining;57.5725 ;;0.3819 ;40.5732 ;0.0837 ;0.2879 ;0.5319 ;0.2533 ;0.0983 ;;0.0037 ;;0.0488 ;;;0.0007 ;0.0016 ;0.0002 ;;0.0005 ;0.0002 ;0.0001 ;0.0137 ;;;;;;0.0006 ;;0.0120 ;;;;;;;0.0382 ;0.0021 ;;;
680;Mining;132.55;mån feb 17, 2020 - 11:14:28;User;2;%;;;;;55;55;Åsele 115;7118200;614649;Sweref 99 TM;Åsele;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Massive;Fine-grained;Waxy;None;None;Smooth;No;Bands of quartz;;;23;48;9;11;1104;Medium;Mining;54.1851 ;;0.5447 ;43.9839 ;0.0400 ;0.0648 ;0.6425 ;0.1905 ;0.0322 ;;0.0039 ;;0.1241 ;;;;;;;;0.0005 ;;0.0044 ;;;;;;;;0.0090 ;;;;;;;0.0133 ;;;;
681;Mining;131.54;mån feb 17, 2020 - 11:17:37;User;2;%;;;;;56;56;Åsele 115;7118200;614649;Sweref 99 TM;Åsele;No;N1; ;Dark;Black;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;18;24;7;2;432;Small;Mining;57.2430 ;;0.4123 ;41.1504 ;0.0422 ;0.0805 ;0.4932 ;0.1686 ;0.0473 ;;0.0015 ;;0.1458 ;;;;0.0003 ;;;;;;0.0090 ;;;;;;;;0.0079 ;;;;;;;0.0441 ;;;0.0002 ;
682;Mining;132.40;mån feb 17, 2020 - 11:20:36;User;2;%;;;;;57;57;Åsele 115;7118200;614649;Sweref 99 TM;Åsele;No;; ;Translucent;Translucent;Quartzite;Point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;;;18;21;6;4;378;Small;Mining;55.5060 ;;0.5054 ;43.4256 ;0.0381 ;0.0538 ;0.2095 ;0.0816 ;0.0414 ;;0.0079 ;;0.0233 ;;;;0.0010 ;;;;;;;;;;;;;;0.0045 ;;;;;;;0.0043 ;;;;
683;Mining;133.07;mån feb 17, 2020 - 11:23:32;User;2;%;;;;;58;58;Åsele 115;7118200;614649;Sweref 99 TM;Åsele;Yes;7.5Y; 3/4;Light;Dark yellow;Quartzite;Point;Point;;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;17;12;4;2;204;Small;Mining;54.7174 ;0.3578 ;1.6538 ;42.3016 ;0.0588 ;0.0628 ;0.3597 ;0.2932 ;0.0379 ;;0.0036 ;;0.1277 ;;;;;;;0.0005 ;0.0020 ;;0.0007 ;;;0.0003 ;;0.0005 ;0.0004 ;;0.0072 ;;;;;;;0.0124 ;;;;
684;Mining;132.07;mån feb 17, 2020 - 11:27:09;User;2;%;;;;;59;59;;7096297;752920;Sweref 99 TM;Umeå;No;5Y; 6/4;Light;Opaque;Breccie quartz;Dagger;Knife;;Massive;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;10;;40;157;;;6280;Large;Mining;0.0242 ;2.9462 ;3.9768 ;88.2112 ;0.3244 ;0.2442 ;2.4781 ;1.2801 ;0.1330 ;;;0.1846 ;0.0072 ;0.0020 ;;;;;;;;;;;;;;;0.0040 ;;0.1358 ;;;;;;;0.0482 ;;;;
685;Mining;132.74;mån feb 17, 2020 - 13:18:39;User;2;%;;;;;60;60;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N3; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;;;27;52;9;19;1404;Medium;Mining;56.0246 ;;0.7454 ;42.3219 ;0.0301 ;0.0944 ;0.1651 ;0.1743 ;0.0212 ;;0.0034 ;;0.1750 ;;;;0.0014 ;0.0001 ;;0.0007 ;0.0003 ;;0.0111 ;;;;;;0.0007 ;;0.0169 ;;;;;;;0.0288 ;;;;
686;Mining;133.77;mån feb 17, 2020 - 13:22:01;User;2;%;;;;;61;61;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N3; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;30;85;12;25;2550;Large;Mining;;;5.0611 ;90.1017 ;0.1989 ;0.4048 ;0.8816 ;1.5865 ;0.2821 ;0.0074 ;0.0201 ;0.1570 ;0.0146 ;0.0034 ;;;;;;;;;;;;;;;;;0.2647 ;;;;;;;1.0268 ;;;;
687;Mining;132.19;mån feb 17, 2020 - 13:25:08;User;2;%;;;;;62;62;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;26;100;9;26;2600;Large;Mining;56.9803 ;;0.7163 ;41.0805 ;0.0418 ;0.2793 ;0.3211 ;0.2833 ;0.0631 ;;0.0020 ;;0.0760 ;;;;0.0023 ;;;0.0009 ;0.0008 ;0.0001 ;0.0151 ;;;;;;;;0.0169 ;;;;;;;0.0432 ;;;;
688;Mining;134.09;mån feb 17, 2020 - 13:28:26;User;2;%;;;;;63;63;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;10;;29;104;11;36;3016;Large;Mining;57.1984 ;0.2563 ;0.9369 ;40.6822 ;0.0318 ;0.1338 ;0.2023 ;0.3301 ;0.0487 ;;0.0017 ;;0.0716 ;;;;0.0016 ;;;0.0015 ;0.0002 ;;0.0207 ;;;;;;0.0008 ;;0.0236 ;;;;;;;0.0575 ;;;0.0002 ;
689;Mining;131.96;mån feb 17, 2020 - 13:32:09;User;2;%;;;;;64;64;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Mineral grains;10;;27;109;10;30;2943;Large;Mining;55.3406 ;0.4796 ;0.8959 ;42.7718 ;0.0270 ;0.0538 ;0.0371 ;0.1864 ;0.0379 ;;0.0014 ;;0.0722 ;;;;0.0009 ;;;0.0009 ;0.0005 ;;0.0158 ;;;;;;;;0.0159 ;;;;;;;0.0621 ;;;0.0002 ;
690;Mining;133.01;mån feb 17, 2020 - 13:35:03;User;2;%;;;;;65;65;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;30;101;10;30;3030;Large;Mining;58.5933 ;;0.4958 ;40.0691 ;0.0387 ;0.2140 ;0.1995 ;0.2033 ;0.0746 ;;0.0016 ;;0.0324 ;;;;0.0031 ;;;0.0006 ;0.0005 ;;0.0133 ;;;;;;0.0005 ;;0.0219 ;;;;;;;0.0375 ;;;0.0002 ;
691;Mining;134.29;mån feb 17, 2020 - 13:38:10;User;2;%;;;;;66;66;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;Dark stain;29;90;10;24;2610;Large;Mining;0.0156 ;;3.2139 ;94.6110 ;0.2254 ;0.2274 ;0.2784 ;0.7296 ;0.0999 ;;0.0189 ;0.1547 ;0.0130 ;0.0018 ;;;;;;;;;;;;;;;0.0092 ;;0.2184 ;;;;;;;0.1828 ;;;;
692;Mining;133.57;mån feb 17, 2020 - 13:41:26;User;2;%;;;;;67;67;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;29;96;9;27;2784;Large;Mining;55.9814 ;0.2239 ;0.8679 ;42.0753 ;0.0214 ;0.2084 ;0.1582 ;0.2757 ;0.0603 ;0.0006 ;0.0006 ;;0.0543 ;;;;0.0014 ;;;0.0012 ;0.0006 ;;0.0168 ;;;;;;0.0005 ;;0.0170 ;;;;;;;0.0343 ;;;0.0001 ;
693;Mining;132.50;mån feb 17, 2020 - 13:45:09;User;2;%;;;;;68;68;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;29;92;9;23;2668;Large;Mining;54.3380 ;0.7905 ;1.2831 ;43.0190 ;0.0400 ;0.0726 ;0.0348 ;0.2132 ;0.0422 ;;0.0031 ;;0.0734 ;;;;0.0011 ;;;0.0010 ;0.0004 ;;0.0194 ;;;;;;;;0.0167 ;;;;;;;0.0513 ;;;0.0002 ;
694;Mining;134.66;mån feb 17, 2020 - 13:56:10;User;2;%;;;;;69;69;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;32;72;12;26;2304;Large;Mining;54.1702 ;0.3919 ;1.1065 ;43.7284 ;0.0614 ;0.0790 ;0.0884 ;0.1612 ;0.0341 ;;0.0034 ;;0.0960 ;;;;0.0015 ;;;0.0007 ;0.0007 ;;0.0141 ;;;;;;0.0007 ;;0.0200 ;;;;;;;0.0417 ;;;;
695;Mining;132.56;mån feb 17, 2020 - 13:59:05;User;2;%;;;;;70;70;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N3; ;Light;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;27;93;10;26;2511;Large;Mining;55.4778 ;0.3981 ;1.7389 ;41.7416 ;0.0638 ;0.0694 ;0.0159 ;0.3529 ;0.0250 ;;0.0022 ;;0.0740 ;;;;0.0007 ;;;0.0009 ;0.0018 ;;0.0020 ;;;;;;0.0005 ;;0.0221 ;;;;;;;0.0125 ;;;;
696;Mining;130.79;mån feb 17, 2020 - 14:02:04;User;2;%;;;;;71;71;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Light;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;30;98;11;31;2940;Large;Mining;54.0827 ;0.3549 ;0.7533 ;44.2222 ;0.0343 ;0.1372 ;0.0804 ;0.1772 ;0.0208 ;;0.0039 ;;0.0416 ;;;;0.0018 ;;;0.0007 ;0.0006 ;;0.0248 ;;;;;;0.0006 ;;0.0176 ;;;;;;;0.0452 ;;;0.0002 ;
697;Mining;132.81;mån feb 17, 2020 - 14:05:06;User;2;%;;;;;72;72;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N3; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;32;93;11;32;2976;Large;Mining;58.7066 ;;1.3724 ;38.6133 ;0.0659 ;0.3971 ;0.0951 ;0.3959 ;0.1057 ;0.0007 ;0.0034 ;;0.1253 ;;;;0.0022 ;;;0.0019 ;0.0013 ;;0.0042 ;;;;;;;;0.0833 ;;;;;;;0.0260 ;;;;
698;Mining;132.82;mån feb 17, 2020 - 14:08:18;User;2;%;;;;;73;73;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N2; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;37;116;11;46;4292;Large;Mining;59.9642 ;;1.0538 ;37.9274 ;0.0490 ;0.2520 ;0.0363 ;0.2361 ;0.0595 ;0.0012 ;0.0007 ;;0.1220 ;;;0.0007 ;0.0077 ;0.0002 ;;0.0011 ;0.0002 ;0.0001 ;0.0272 ;;;;;;0.0007 ;;0.0214 ;;;;;;;0.0794 ;;;0.0002 ;
699;Mining;133.88;mån feb 17, 2020 - 14:11:16;User;2;%;;;;;74;74;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;50;;30;96;12;35;2880;Large;Mining;0.0265 ;;3.3423 ;88.5919 ;0.2720 ;2.4874 ;2.2720 ;1.7494 ;0.5255 ;;0.0105 ;0.2290 ;0.0055 ;0.0039 ;;;;;;;;;;;;;;;0.0097 ;;0.3358 ;;;;;;;0.1386 ;;;;
700;Mining;132.74;mån feb 17, 2020 - 14:14:31;User;2;%;;;;;75;75;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;20;;30;82;10;23;2460;Large;Mining;63.5808 ;;0.7457 ;35.0935 ;0.0252 ;0.0599 ;0.0769 ;0.1979 ;0.0285 ;0.0012 ;0.0010 ;;0.0863 ;;;;0.0021 ;;;0.0015 ;0.0002 ;;0.0133 ;;;;;;0.0010 ;;0.0422 ;;;;;;;0.0426 ;;;0.0002 ;
701;Mining;133.59;mån feb 17, 2020 - 14:17:37;User;2;%;;;;;76;76;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;Iron oxide;29;105;11;32;3045;Large;Mining;59.8680 ;;0.6258 ;38.3064 ;0.0939 ;0.3752 ;0.1675 ;0.2608 ;0.0335 ;;0.0035 ;;0.1590 ;;;;0.0037 ;0.0003 ;;0.0008 ;0.0004 ;;0.0198 ;;;;;;0.0008 ;;0.0291 ;;;;;;;0.0508 ;0.0008 ;;;
702;Mining;130.88;mån feb 17, 2020 - 14:21:10;User;2;%;;;;;77;77;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;Iron oxide;30;120;10;40;3600;Large;Mining;53.9155 ;0.3575 ;0.8294 ;44.4174 ;0.0275 ;0.1000 ;0.0822 ;0.1282 ;0.0240 ;;0.0033 ;;0.0476 ;;;;0.0020 ;;;0.0007 ;0.0003 ;;0.0123 ;;;;;;;;0.0190 ;;;;;;;0.0329 ;;;0.0001 ;
703;Mining;132.90;mån feb 17, 2020 - 14:24:59;User;2;%;;;;;78a;78;;7099679;730889;Sweref 99 TM;Vännäs;No;N2; ;Dark;Gray streaked with black;Quartzite;Point preform;Preform;;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;30;;25;117;9;29;2925;Large;Mining;57.3463 ;;1.2832 ;40.3740 ;0.0480 ;0.1656 ;0.1964 ;0.4132 ;0.0800 ;;0.0005 ;;0.0566 ;;;;0.0023 ;;;0.0007 ;0.0022 ;;0.0032 ;;;;;;0.0004 ;;0.0152 ;;;;;;;0.0120 ;;;0.0002 ;
704;Mining;133.05;mån feb 17, 2020 - 14:28:11;User;2;%;;;;;78b;78;;7099679;730889;Sweref 99 TM;Vännäs;No;N2; ;Dark;Gray streaked with black;Quartzite;Point preform;Preform;Sample point on dark mineral inclusion;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;30;;25;117;9;29;2925;Large;Mining;0.0277 ;1.2155 ;5.9459 ;89.3155 ;0.2645 ;0.4201 ;1.0024 ;1.1645 ;0.2161 ;;0.0131 ;0.1931 ;0.0054 ;0.0034 ;;;;;;;;;;;;;;;0.0034 ;;0.1574 ;;;;;;;0.0521 ;;;;
705;Mining;133.08;mån feb 17, 2020 - 14:31:15;User;2;%;;;;;79;79;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;26;56;10;13;1456;Medium;Mining;54.4382 ;0.3309 ;0.4508 ;44.3112 ;0.0204 ;0.0562 ;0.0684 ;0.1534 ;0.0190 ;;0.0018 ;;0.0592 ;;;;0.0010 ;;;0.0006 ;0.0004 ;;0.0126 ;;;;;;0.0006 ;;0.0166 ;;;;;;;0.0585 ;;;;
706;Mining;135.12;mån feb 17, 2020 - 14:55:59;User;2;%;;;;;80;80;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;;;30;54;11;19;1620;Medium;Mining;55.8398 ;;0.6545 ;42.8046 ;0.0307 ;0.3116 ;0.0224 ;0.1009 ;0.0179 ;;0.0035 ;;0.0551 ;;;;0.0115 ;0.0001 ;;0.0005 ;0.0004 ;;0.0055 ;;;;;;;;0.0159 ;;;;;;;0.0306 ;;;;
707;Mining;131.53;mån feb 17, 2020 - 14:59:21;User;2;%;;;;;81;81;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;;30;93;10;28;2790;Large;Mining;55.1829 ;;0.7826 ;43.5297 ;0.0455 ;0.1502 ;0.0149 ;0.1123 ;0.0458 ;;0.0044 ;;0.0585 ;;;;0.0108 ;0.0003 ;;0.0003 ;0.0003 ;;0.0096 ;;;;;;0.0005 ;;0.0166 ;;;;;;;0.0348 ;;;;
708;Mining;133.49;mån feb 17, 2020 - 15:02:29;User;2;%;;;;;82;82;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;;;32;53;11;23;1696;Medium;Mining;54.7351 ;;0.8646 ;43.6180 ;0.0565 ;0.0565 ;0.0656 ;0.1635 ;0.0376 ;0.0005 ;0.0033 ;;0.0704 ;;;;0.0007 ;;;0.0010 ;0.0003 ;0.0002 ;0.0280 ;;;;;;0.0012 ;;0.0265 ;;;;;;;0.0644 ;;;0.0002 ;
709;Mining;134.03;mån feb 17, 2020 - 15:05:39;User;2;%;;;;;83;83;;7099679;730889;Sweref 99 TM;Vännäs;Yes;N1; ;Dark;Gray;Quartzite;Point preform;Preform;;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;;Iron oxide;28;81;10;24;2268;Large;Mining;;;5.4308 ;88.7660 ;0.4217 ;1.1636 ;0.7176 ;1.3459 ;0.8265 ;0.0077 ;0.0241 ;0.1761 ;0.0111 ;0.0043 ;;;;;;;;;;;;;;;0.0083 ;;0.2027 ;;;;;;;0.8999 ;;;;
