sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;point_type;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g
419;;7201665;548201;Vilhelmina;Brown streaked with black;Dark;2.5Y; 4/4;Quartzite;;Point preform;Preform;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of dark mineral;22;58;;
420;;7201665;548201;Vilhelmina;Light gray streaked with black;Light;N8; ;Quartzite;lanceolate, straight base;Arrow point;Point;Unknown;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;29;84;;
421;;7201665;548201;Vilhelmina;White;White;N9; ;Quartzite;straight base;Arrow point fragment;Point fragment;Unknown;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;16;34;;
422;;7201665;548201;Vilhelmina;Opaque;Light;2.5Y; 8/1;Quartzite;lanceolate, straight base;Arrow point;Point;Unknown;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Dark mineral inclusion;17;47;;
423;Åsele 273;7102728;629862;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;33;70;;
424;Åsele 182;7120412;600842;Åsele;Black;Dark;N1; ;Quartzite;lanceolate;Arrow point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Bands of quarz;21;59;;
425;Åsele 182;7120412;600842;Åsele;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;30;64;;
426;Åsele 56;7118032;606258;Åsele;Gray streaked with black;Dark;5Y; 5/2;Quartzite;;Point preform;Preform;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of dark mineral;24;62;;
427;Åsele 56;7118032;606258;Åsele;Gray;Light;5Y; 6/1;Quartzite;;Point preform;Preform;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Bands of quartz;30;55;;
428;Åsele 188;7119941;601259;Åsele;Black;Dark;N1; ;Quartzite;lanceolate, concave base;Arrow point;Point;Survey;Yes;Granular;Fine-grained;Waxy;None;None;Fine;No;Quartz;22;56;;
429;Vilhelmina 419;7149834;586655;Vilhelmina;Light gray;Light;5Y; 7/2;Quartzite;;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;36;101;10;40
430;Vilhelmina 335;7147441;586629;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point preform;Preform;Survey;No;Massive;Fine-grained;Bright vitreous;None;Possible foliation;Conchoidal;Yes;;26;42;13;12
431;Vilhelmina 112;7201159;511621;Vilhelmina;Opaque;Light;2.5Y; 9/1;Quartzite;;Arrow point fragment;Point fragment;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral grains;33;42;7;9
432;Vilhelmina 399;7159767;582529;Vilhelmina;Black;Dark;N1; ;Quartzite;;Point fragment;Point fragment;Excavation;No;Granular;Fine-grained;Waxy;None;None;Fine;Yes;;14;17;6;2
433;Lycksele 301;7168150;676423;Lycksele;Beige;Light;2.5Y; 6/6;Quartzite;;Flake;Flake;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Red/pinkish streaks;37;30;;
434;Lycksele 301;7168150;676423;Lycksele;Opaque;Light;2.5Y; 6/3;Quartzite;straight base;Point;Point;Excavation;Yes;Massive;Fine-grained;Dull;None;Foliated;Fine;Yes;;15,9;26,7;;2,9
435;Lycksele 301;7168150;676423;Lycksele;Black;Dark;N1; ;Quartzite;triangular, straight base;Point;Point;Excavation;Yes;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;15;29,3;;2,5
436;Lycksele 301;7168150;676423;Lycksele;Dark gray;Dark;N3; ;Quartzite;triangular, straight base;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;18,5;37,7;;4,1
437;Lycksele 301;7168150;676423;Lycksele;Brown;Dark;7.5YR; 2/2;Slate;;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;Yes;;13;14;;
438;Lycksele 301;7168150;676423;Lycksele;Translucent;Colourless;; ;Quartz;;Flake;Flake;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;13;30;;
439;Lycksele 301;7168150;676423;Lycksele;Gray;Dark;7.5Y; 3/1;Quartzite;lanceolate, straight base;Point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;17;68;;9,9
440;Lycksele 301;7168150;676423;Lycksele;Gray;Dark;N2; ;Quartzite;lanceolate, straight base;Point;Point;Excavation;Yes;Massive;Medium-grained;Dull;None;None;Fine;Yes;;18,3;47,1;;5,9
441;Lycksele 301;7168150;676423;Lycksele;Gray streaked with black;Dark;7.5Y; 2/1;Quartzite;straight base;Point;Point;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of dark mineral;20,8;35;;5,1
442;Lycksele 301;7168150;676423;Lycksele;Black;Dark;N1; ;Quartzite;;Point;Point;Excavation;No;Massive;Fine-grained;Dull;None;None;Conchoidal;Yes;;16;63;;
443;Lycksele 301;7168150;676423;Lycksele;White;Light;5Y; 8/1;Quartzite;;Flake;Flake;Excavation;Yes;Massive;Fine-grained;Bright vitreous;None;None;Fine;Yes;;17;16;;
444;Lycksele 301;7168150;676423;Lycksele;Gray streaked with black;Dark;N2; ;Quartzite;triangular, straight base;Point;Point;Excavation;Yes;Massive;Fine-grained;Dull;None;Foliated;Fine;No;Bands of dark mineral;16,8;35,6;;3,4
445;Lycksele 301;7168150;676423;Lycksele;Black streaked with white;Dark;N3; ;Quartzite;straight base;Point;Point;Excavation;No;Massive;Fine-grained;Dull;None;None;Fine;No;;20,1;19,7;;2,1
