Sample_ID;Site_ID;Inv.nr;Sub nr.;Fyndlåda;Objekt;Find nr.;Artefact;Type;Skärning;Sweref_N;Sweref_E;Parish;Foto nr.;Material;Color;Hue;Texture_1;Texture_2;Luster;Sedimentary structures;Foliation;Grain size;Layering;Topography;Homogeneity;Inclusion;%-inclusion;Surface;Patina;Max width (mm);Max length (mm);Max height (mm);Weight(g)
310;Tärna 610;31689;2;;;;Point preform;Preform;;7315998;501779;Tärna;"IMG_0058;IMG_0059";Breccie quartz;Opaque;Light;Granular;Medium-grained;Waxy;None;Possible foliation;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;27;72;12;23
311;Tärna 549;31903;31;;;;Point preform;Preform;;7324575;493441;Tärna;"IMG_0060;IMG_0061;IMG_0062";Breccie quartz;Translucent;Translucent;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;32;34;7;8
312;;31903;12;;;;Arrow point;Point;;7285986;509493;Tärna;"IMG_0063;IMG_0064";Breccie quartz;Translucent;Translucent;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;19;30;5;2
313;Tärna 549;31903;35;;;;Arrow point;Point;;7324575;493441;Tärna;"IMG_0065;IMG_0066;IMG_0067";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;28;50;8;14
314;;15237;1;;;;;;;7285986;509493;Tärna;"IMG_0068;IMG_0069";Breccie quartz;Opaque;Light;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral grains;;;No;26;53;;
315;;31677;2;;;;Preform;Preform;;7285986;509493;Tärna;"IMG_0070;IMG_0071";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;31;103;25;72
316;Tärna 594;31677;3;;;;Point preform;Preform;;7327983;491179;Tärna;"IMG_0072;IMG_0073";Breccie quartz;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;41;84;23;63
317;;15222;1;;;;Point preform;Preform;;7285986;509493;Tärna;"IMG_0074;IMG_0075";Breccie quartzite;Opaque;Light;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;Yes;42;113;;
318;Tärna 89;15239;2;;;;Point preform;Preform;;7290912;508697;Tärna;"IMG_0076;IMG_0077";Quartzite;Translucent;Translucent;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;22;47;;
319;;15223;6;;;;Point preform;Preform;;7285986;509493;Tärna;"IMG_0078;IMG_0079";Breccie quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;No;Dark mineral inclusion;;;No;29;48;;
320;;3433;1;;;;;;;7285986;509493;Tärna;"IMG_0080;IMG_0081";Quartzite;Opaque;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral grains;;;No;21;61;;
321;;3421;;;;;Arrow point;Point;;7285986;509493;Tärna;"IMG_0082;IMG_0083;IMG_0084";Quartzite;Gray;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;No;16;50;;
322;Vilhelmina 977;15350;12;;;;Point;Point;Spetsoval/rombisk;7208869;567544;Vilhelmina;"IMG_0085;IMG_0086";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;18;109;7;14
323;Vilhelmina 977;15350;117;;;;Arrow point;Point;Spetsoval;7208869;567544;Vilhelmina;"IMG_0087;IMG_0088";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;No;19;55;5;6
324;Vilhelmina 977;15350;93;;;;Arrow point preform;Preform;Spetsoval;7208869;567544;Vilhelmina;"IMG_0089;IMG_0090";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral inclusion;;;Yes;24;61;8;13
325;;15350;111;;;;Preform;Preform;;7201665;548201;Vilhelmina;"IMG_0091;IMG_0092;IMG_0093;IMG_0094";Quartzite;Light gray streaked with white;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;White discoloration;;;No;37;55;16;33
326;;15350;108;;;;Arrow point;Point;Spetsoval;7201665;548201;Vilhelmina;"IMG_0095;IMG_0096";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;15;37;6;4
327;Vilhelmina 977;15350;114;;;;Arrow point;Point;Rak bas;7208869;567544;Vilhelmina;"IMG_0097;IMG_0098";Quartzite;Light gray streaked with white;Light;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;White discoloration;;;No;14;35;4;3
328;;15350;107;;;;Arrow point preform;Preform;Spetsoval;7201665;548201;Vilhelmina;IMG_0099_IMG_0100;Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;No;White discoloration;;;Yes;15;46;7;4
329;Vilhelmina 977;15350;5;;;;Point preform;Preform;Spetsoval;7208869;567544;Vilhelmina;"IMG_0101;IMG_0102";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;13;20;4;
330;Vilhelmina 977;15350;157;;;;Arrow point;Point;Spetsoval;7208869;567544;Vilhelmina;"IMG_0103;IMG_0104";Quartzite;Black;Dark;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;17;25;5;2
331;Vilhelmina 977;15350;170;;;;Arrow point;Point;Spetsoval;7208869;567544;Vilhelmina;"IMG_0105;IMG_0106";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;18;69;7;8
332;;15350;44;;;;Arrow point;Point;Rombisk;7201665;548201;Vilhelmina;"IMG_0107;IMG_0108";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Dark mineral inclusion;;;No;12;37;6;3
333;Vilhelmina 977;15350;191;;;;Arrow point;Point;Spetsoval;7208869;567544;Vilhelmina;"IMG_0109;IMG_0110";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;16;50;5;5
334;Vilhelmina 977;15350;115;;;;Arrow point preform;Preform;Spetsoval;7208869;567544;Vilhelmina;"IMG_0111;IMG_0112";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;White discoloration;;;No;19;29;4;3
335;;15350;182;;;;Arrow point preform;Preform;Spetsoval;7201665;548201;Vilhelmina;"IMG_0113;IMG:0114";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;14;18;5;2
336;;15350;181;;;;Arrow point;Point;Spetsoval;7201665;548201;Vilhelmina;"IMG_0115;IMG0116";Quartzite;White;White;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;16;15;5;2
337;;15350;179;;;;Arrow point;Point;Spetsoval;7201665;548201;Vilhelmina;"IMG_0117;IMG_0118";Quartzite;Gray;Dark;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;17;5;
338;;92417;1;;;;Point preform;Preform;;7172386;663884;Lycksele;"IMG_0119;IMG_0120";Quartzite;Gray;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;43;106;9;49
339;Lycksele 335;35480;2;;;;Point preform;Preform;;7166887;677056;Lycksele;"IMG_0121;IMG_0122";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;Yes;;;;No;25;63;;
340;;92421;1;;;;Point;Point;;7172386;663884;Lycksele;"IMG_0123;IMG_0124";Slate;Black;Dark;Massive;Fine-grained;Dull;None;Foliated;Granoblastic;Foliated;Smooth;Yes;;;;No;14;32;3;2
341;Lycksele 335;35480;3;;;;Point preform;Preform;;7166887;677056;Lycksele;"IMG_0125;IMG_0126";Quartzite;Opaque;Light;Granular;Fine-grained;Bright vitreous;None;Foliated;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;19;50;;
342;;32334;55;;;;Point;Point;;7172386;663884;Lycksele;"IMG_0127;IMG_0128";Sandstone;Red;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Foliated;Smooth;Yes;;;;Yes;18;44;;
343;;35456;;;;;Preform;Preform;;7172386;663884;Lycksele;"IMG_0129;IMG_0130";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;30;70;;
344;Dorotea 120;3718;2;;;;Point preform;Preform;Spetsoval;7166752;521538;Dorotea;"IMG_0133;IMG_0134";Quartzite;Black;Dark;Massive;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;29;50;11;16
345;Dorotea 362;19216;4;;;;Point;Point;;7136378;553170;Dorotea;"IMG_0135;IMG_0136";Quartzite;Gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral;;;No;17;45;7;6
346;Dorotea 11;19221;;;;;Point preform;Preform;;7138996;553157;Dorotea;"IMG_0137;IMG_0138";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;28;83;20;36
347;Dorotea 632;19229;1;;;;Point;Point;;7138562;556961;Dorotea;"IMG_0139;IMG_0140";Quartzite;Light gray streaked with black;Light;Massive;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;18;51;5;4
348;Dorotea 159:1;32420;2;1;1;;Point preform;Preform;;7144507;546226;Dorotea;"IMG_0143;IMG_0144";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of dark mineral;;;Yes;30;58;;
349;Dorotea 159:1;32420;2;1;2;;Point preform;Preform;;7144507;546226;Dorotea;"IMG_0145;IMG_0146";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;30;41;;
350;Dorotea 159:1;32420;2;1;3;;Point preform;Preform;;7144507;546226;Dorotea;"IMG_0147;IMG_0148";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;25;69;;
351;Dorotea 159:1;32420;2;1;4;;Point preform;Preform;;7144507;546226;Dorotea;"IMG_0149;IMG_0150";Quartzite;Gray streaked with black;Dark;Granular;Fine-grained;Bright vitreous;None;Possible foliation;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;21;67;;
352;Dorotea 286:1;32468;1;;;;Point preform;Preform;;7179826;516823;Dorotea;"IMG_0151;IMG_0152";Quartzite;Light gray;Light;Massive;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;No;Dark mineral;;;Yes;30,6;51,5;6;13,1
353;Dorotea 7;35655;1;;;;Point preform;Preform;;7140710;552022;Dorotea;"IMG_0153;IMG_0155";Quartzite;White;White;Massive;Fine-grained;Waxy;None;None;Granoblastic;Foliated;Smooth;Yes;;;;No;26;25;;
354;Tärna 6;31913;33;1;1;;Flake;Flake;;7333681;491206;Tärna;"IMG_0156;IMG_0157";Breccie quartzite;Translucent;Translucent;Massive;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;8;10;;
355;Tärna 6;31913;33;1;2;;Flake;Flake;;7333681;491206;Tärna;"IMG_0158;IMG_0159";Breccie quartzite;Light gray;Light;Granular;Fine-grained;Dull;Bedding;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;No;14;29;;
356;Tärna 6;31913;33;1;3;;Flake;Flake;;7333681;491206;Tärna;"IMG_0160;IMG_0161";Flint;Gray and white;Dark;Granular;Fine-grained;Bright vitreous;None;None;;;;;;;;No;20;37;;
357;Tärna 6;31913;33;2;;;Flake;Flake;;7333681;491206;Tärna;"IMG_0162;IMG_0163";Breccie quartzite;Light gray;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;10;12;;
358;Tärna 20;31914;11;;;;Point;Point;;7323716;495553;Tärna;"IMG_0164;IMG_0165";Quartzite;Gray;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;15;41;6;4
359;Vilhelmina 444;21602;64;;;;Point preform;Preform;;7144672;586277;Vilhelmina;"IMG_0166;IMG_0167";Quartzite;Black;Dark;Granular;Medium-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;No;Bands of quartz;;;No;22;60;11;15
360;;35783;7;;;;Arrow point fragment;Point fragment;;7201665;548201;Vilhelmina;"IMG_0168;IMG_0169";Quartzite;Black;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;15;39;;
361;;15265;3;;;;Spear point;Point;;7285986;509493;Tärna;"IMG_0170;IMG_0171";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;35;78;16;36
362;;15265;2;;;;Arrow point;Point;;7285986;509493;Tärna;"IMG_0172;IMG_0173";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;No;Bands of quartz;;;No;18;50;16;9
363;Tärna 33;15260;1;;;;Arrow point;Point;;7316850;502441;Tärna;"IMG_0174;IMG_0175";Quartzite;Black;Dark;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;No;19;55;16;7
364;;31908;6;;;;Retouched flake;Flake;;7285986;509493;Tärna;"IMG_0176;IMG_0177";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;52;60;12;54
365;;31908;27;;1;;Flake;Flake;;7285986;509493;Tärna;"IMG_0178;IMG_0179";Breccie quartz;Opaque;Light;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;18;20;;
366;;31908;27;;2;;Flake;Flake;;7285986;509493;Tärna;"IMG_0180;IMG_0181";Quartzite;Red;Dark;Massive;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;18;18;;
367;;31908;27;;3;;Flake;Flake;;7285986;509493;Tärna;"IMG_0182;IMG_0183";Slate;Yellow;Light;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;12;13;;
368;Tärna 547;31910;11;1;subsample 1:1;;Flake;Flake;;7321296;504251;Tärna;"IMG_0185;IMG_0186";Quartzite;Translucent;Translucent;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;21;26;;
369;Tärna 547;31910;11;1;subsample 1:2;;Flake;Flake;;7321296;504251;Tärna;"IMG_0185;IMG_0186";Quartzite;Translucent;Translucent;Granular;Fine-grained;Dull;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;18;25;;
370;Tärna 547;31910;11;1;subsample 1:3;;Flake;Flake;;7321296;504251;Tärna;"IMG_0185;IMG_0186";Quartzite;Translucent;Translucent;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;15;20;;
371;Tärna 547;31910;11;1;subsample 2:1;;Flake;Flake;;7321296;504251;Tärna;"IMG_0187;IMG_0188";Quartzite;White;White;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;20;24;;
372;Tärna 547;31910;11;1;subsample 2:2;;Flake;Flake;;7321296;504251;Tärna;"IMG_0187;IMG_0188";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;16;22;;
373;Tärna 547;31910;11;1;subsample 2:3;;Flake;Flake;;7321296;504251;Tärna;"IMG_0187;IMG_0188";Quartzite;White;White;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Conchoidal;Yes;;;;Yes;15;19;;
374;Tärna 547;31910;11;2;subsample 3;;Flake;Flake;;7321296;504251;Tärna;"IMG_0190;IMG_0191";Quartzite;Translucent;Translucent;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;Yes;19;18;;
375;Tärna 547;31910;11;2;subsample 4;;Flake;Flake;;7321296;504251;Tärna;"IMG_0192;IMG_0193";Quartzite;White;White;Granular;Fine-grained;Waxy;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;21;22;;
376;Tärna 547;31910;11;2;subsample 5;;Flake;Flake;;7321296;504251;Tärna;"IMG_0194;IMG_0195";Quartzite;Gray;Dark;Granular;Fine-grained;Waxy;Possible bedding;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;22;28;;
377;Vilhelmina 115;2501;8;;;;Point preform;Preform;;7204853;518271;Vilhelmina;"IMG_0196;IMG_0197";Quartzite;Black;Dark;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;Iron oxide;Yes;29;35;10;13
378;Vilhelmina 444;21602;62;;;;Point preform;Preform;;7144672;586277;Vilhelmina;"IMG_0198;IMG_0199;IMG:0200";Quartzite;Dark gray streaked with black;Dark;Massive;Medium-grained;Dull;Possible bedding;None;Granoblastic;Non-foliated;Smooth;No;;;Iron oxide;Yes;27;61;17;23
379;;31914;26;;;;Point preform;Preform;;7285986;509493;Tärna;"IMG_0201;IMG_0202";Quartzite;White streaked with black;Light;Massive;Fine-grained;Dull;None;None;Granoblastic;Foliated;Smooth;No;Bands of dark mineral;;;No;19;45;9;5
380;Tärna 20;31914;42;;;;Point preform;Preform;;7323716;495553;Tärna;"IMG_0203;IMG_0204";Quartzite;Red;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;34;37;8;8
381;;31914;53;;1;;Flake;Flake;;7285986;509493;Tärna;"IMG_0205;IMG_0206";Slate;Black and gray;Dark;Granular;Fine-grained;Waxy;None;None;Granoblastic;Layered;Smooth;No;;;;Yes;23;45;;
382;;31914;53;;2;;Flake;Flake;;7285986;509493;Tärna;"IMG_0207;IMG_0208";Slate?;Yellow;Light;Granular;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Smooth;Yes;;;;No;32;35;;
383;;31932;7;;;;Scraper;Scraper;;7285986;509493;Tärna;"IMG_0209;IMG_0210";Quartzite;White;White;Granular;Massive;Bright vitreous;None;None;Granoblastic;Non-foliated;Irregular;Yes;;;;No;49;49;21;51
384;Vilhelmina 444;21602;2;;;;Point preform;Preform;;7144672;586277;Vilhelmina;"IMG_0211;IMG_0212";Quartzite;Gray streaked with black;Light;Granular;Medium-grained;Dull;None;None;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;21;36;12;8
385;Vilhelmina 444;21602;1;;;;Point preform;Preform;;7144672;586277;Vilhelmina;"IMG_0213;IMG_0214";Quartzite;Light gray;Light;Granular;Medium-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;25;31;9;6
386;Vilhelmina 439;27053;8;;;;Spearpoint;Point;;7143695;585942;Vilhelmina;"IMG_0215;IMG_0216";Quartzite;Dark gray streaked with black;Dark;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Granoblastic;Non-foliated;Fine;No;Bands of dark mineral;;;No;26;31;5;4
387;Vilhelmina 399;21598;8;;;;Point fragment;Point fragment;Spetsoval;7159767;582529;Vilhelmina;"IMG_0217;IMG_0218";Quartzite;White;White;Massive;Fine-grained;Bright vitreous;None;None;Granoblastic;Non-foliated;Fine;Yes;;;;Yes;13;22;4;1
