reading_no	sample_measurement_id	sample_id	site_id	parish	patina	munsell_hue	munsell_value	hue	color	material	artefact	type	note_measurement	texture_1	texture_2	luster	sedimentary_structures	foliation	topography	homogeneity	inclusion	surface	sample_size	t[1]	t[2]	t[3]
1423	391	391	Vilhelmina 115	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	Yes	MV	MV	Small	-1.8256244056216806	-0.2977662396707847	0.39782653825661574
1424	392	392	Vilhelmina 117	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point fragment	Point fragment	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	-1.5134633228534045	-0.012782358612327504	-0.6041980776652783
1425	393	393	Vilhelmina 115	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Dull	None	Foliated	Conchoidal	Yes	MV	MV	Medium	0.040885211578817394	0.22038577209055138	2.0716996282090587
1426	394	394	Vilhelmina 399	Vilhelmina	Yes	7.5Y	 8/1	Light	Light gray	Quartzite	Point	Point	Sample point on base fragment	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Medium	-1.1543929624357274	0.6315485133989215	1.330363032016388
1427	395	395	MV	Vilhelmina	No	N1	 	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Bands of dark mineral	MV	Medium	-1.7087897591187953	1.5273797532015156	0.21582939210220783
1429	397	397	Vilhelmina 450	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Bright vitreous	None	None	Smooth	No	Bands of quartz	MV	Medium	5.110759277257376	-0.5347970851309166	-1.6769854878627268
1430	398	398	MV	Vilhelmina	No	7.5Y	 8/1	Light	Opaque	Quartz	Point fragment	Point fragment	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Dark mineral grains	MV	Medium	-4.26981300146256	-2.960431700079193	-0.7556613392398295
1431	399	399	MV	Vilhelmina	No	7.5Y	 5/1	Light	Gray	Quartzite	Arrow point fragment	Point fragment	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-1.9093946683826493	1.1596472276424217	-0.9217258979984636
1432	400	400	Vilhelmina 109	Vilhelmina	No	2.5Y	 9/1	Light	Opaque	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-3.9315657133823025	-2.323471207602592	0.8074741379628154
1433	401	401	Vilhelmina 444	Vilhelmina	Yes	5Y	 4/1	Dark	Gray	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Smooth	Yes	MV	MV	Small	-2.3145684898403056	2.236927558080986	0.02131753236197747
1434	402	402	Vilhelmina 444	Vilhelmina	Yes	N6	 	Light	Light gray	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Bright vitreous	None	None	Conchoidal	Yes	MV	MV	Medium	-3.344769259005737	0.15968330056705268	-1.2020880854600402
1435	403	403	Vilhelmina 439	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point fragment	Point fragment	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-2.096734084874103	1.305320934991499	-1.5675121392700115
1436	404	404	Vilhelmina 450	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Massive	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-1.2752033594146712	2.71519149308114	-1.0893478648891892
1437	405	405	Vilhelmina 216	Vilhelmina	Yes	N4	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-4.0488262323462445	-0.21786781047697967	-0.3599423464365817
1438	406	406	Vilhelmina 245	Vilhelmina	No	5Y	 4/1	Dark	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Bands of dark mineral	MV	Medium	-2.2420127468697806	0.29137784420080765	-1.0779589874878488
1439	407	407	Vilhelmina 411	Vilhelmina	No	2.5Y	 9/1	Light	Opaque	Quartzite	Point fragment	Point fragment	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Dark mineral grains	MV	Large	-4.334736475123283	-1.1985369119108393	-0.06402021438583186
1440	408	408	Vilhelmina 769	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	-3.397368783302505	-0.3339399337540083	0.08111918432013172
1441	409	409	Vilhelmina 791	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Massive	Medium-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-1.2133202309784072	1.5538134755151145	-1.1866107371154615
1442	410	410	Vilhelmina 1069	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point fragment	Point fragment	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Bands of quartz	MV	Medium	7.052048594750533	-0.18617298440092406	-0.166740009114418
1443	411	411	Vilhelmina 1124	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Medium-grained	Dull	None	None	Fine	Yes	MV	MV	Medium	5.935057131325868	-0.5796839645207942	-1.1723272348084894
1445	413	413	Vilhelmina 637	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-2.2803360462455022	1.2307120932536237	-1.3848596615953677
1446	414	414	Vilhelmina 643	Vilhelmina	No	N5	 	Light	Light gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	No	Bands of dark mineral	MV	Large	-0.10291757524751548	2.011166322899001	-0.4608150647677582
1447	415	415	Vilhelmina 643	Vilhelmina	Yes	N3	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Fine-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Large	6.863328257938413	-0.42390781923290677	-0.14429516666469908
1448	416	416	Vilhelmina 643	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Fine	Yes	MV	MV	Medium	-2.569010867257306	0.41735360140529126	-0.44431619725922483
1449	417	417	Vilhelmina 1127	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Dull	None	None	Conchoidal	Yes	MV	MV	Medium	-2.2437765019420497	1.7388414335560516	-0.8268286915767609
1450	418	418	MV	Vilhelmina	Yes	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Dull	None	None	Fine	No	Bands of quartz	MV	Medium	0.23658324697316285	1.9108340035183338	-0.9485971775109486
1451	419	419	MV	Vilhelmina	No	2.5Y	 4/4	Dark	Brown streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Bands of dark mineral	MV	Medium	-2.1443511848563124	0.14221937481245464	-0.28717300849459715
1452	420	420	MV	Vilhelmina	No	N8	 	Light	Light gray streaked with black	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Dark mineral inclusion	MV	Large	-1.2158272216612025	0.41879476495717666	1.4688888837418654
1453	421	421	MV	Vilhelmina	No	N9	 	White	White	Quartzite	Arrow point fragment	Point fragment	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	Yes	MV	MV	Small	-0.4164840776100672	0.8893096850035941	1.097611814361144
1454	422	422	MV	Vilhelmina	No	2.5Y	 8/1	Light	Opaque	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Dark mineral inclusion	MV	Medium	5.808420652579744	-0.7698821916739447	0.6676556084215041
1455	423	423	Åsele 273	Åsele	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	No	Mineral grains	MV	Large	-1.904369872788929	1.1336386247832102	0.716791435652286
1456	424	424	Åsele 182	Åsele	No	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Medium-grained	Bright vitreous	None	None	Fine	No	Bands of quarz	MV	Medium	-1.321292527604929	1.5941330849927227	-2.1505409437785135
1457	425	425	Åsele 182	Åsele	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Conchoidal	Yes	MV	MV	Medium	-2.5498831780906297	1.2167589781023251	-2.0891193140256923
1458	426	426	Åsele 56	Åsele	No	5Y	 5/2	Light	Gray streaked with black	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Bands of dark mineral	MV	Medium	-3.063249436906775	1.4070544229358561	-1.7931813488512112
1459	427	427	Åsele 56	Åsele	No	5Y	 6/1	Light	Gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Bright vitreous	None	None	Conchoidal	No	Bands of quartz	MV	Medium	4.161406008897314	-0.9436747092570585	-3.460987580837447
1460	428	428	Åsele 188	Åsele	Yes	N1	 	Dark	Black	Quartzite	Arrow point	Point	MV	Granular	Fine-grained	Waxy	None	None	Fine	No	Quartz	MV	Medium	5.937806384109828	-0.7810087800535227	-0.5522030438862812
1461	429	429	Vilhelmina 419	Vilhelmina	No	5Y	 7/2	Light	Light gray	Quartzite	Point preform	Preform	MV	Granular	Medium-grained	Waxy	None	None	Fine	No	Bands of quartz	MV	Large	0.36982627124737216	0.6201668595145851	1.2806110791688092
1462	430	430	Vilhelmina 335	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point preform	Preform	MV	Massive	Fine-grained	Bright vitreous	None	Possible foliation	Conchoidal	Yes	MV	MV	Medium	-0.8289779069120156	0.05371821046099958	-0.5200189082502694
1463	431	431	Vilhelmina 112	Vilhelmina	No	2.5Y	 9/1	Light	Opaque	Quartzite	Arrow point fragment	Point fragment	MV	Granular	Fine-grained	Bright vitreous	None	None	Fine	No	Dark mineral grains	MV	Medium	-2.354389206601548	-1.7346771034875832	0.7292508445532508
1464	432	432	Vilhelmina 399	Vilhelmina	No	N1	 	Dark	Black	Quartzite	Point fragment	Point fragment	MV	Granular	Fine-grained	Waxy	None	None	Fine	Yes	MV	MV	Small	-2.094593803306933	0.6535912649708789	1.3932871324043676
1534	491	491	Raä 123	Skellefteå	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	Sample point on lighter side	Granular	Medium-grained	Bright vitreous	None	Foliated	Conchoidal	Yes	MV	MV	Large	7.334635631052557	1.2274216804201132	2.9688872207343118
1535	491	491	Raä 123	Skellefteå	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	Sample point on darker side	Granular	Medium-grained	Bright vitreous	None	Foliated	Conchoidal	Yes	MV	MV	Large	1.7100330312283605	4.814046152931107	0.8777518821231666
1536	491	491	Raä 123	Skellefteå	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	Sample point on lighter side	Granular	Medium-grained	Bright vitreous	None	Foliated	Conchoidal	Yes	MV	MV	Large	7.055571190174543	1.0766368031540934	2.849243936650937
1537	491	491	Raä 123	Skellefteå	Yes	N1	 	Dark	Black	Quartzite	Point preform	Preform	Sample point on darker side	Granular	Medium-grained	Bright vitreous	None	Foliated	Conchoidal	Yes	MV	MV	Large	2.193128634568924	4.561411058970241	0.7111763767733773
