sample_id;site_id;parish;sweref_x;sweref_y;inv.nr.;sub.nr.;fyndlåda;object;find_nr.;artefact;type;cross_section;photo_nr.;material;color;munsell_hue;munsell_value;texture_1;texture_2;luster;sediment;foliation;homogeneity;inclusion;%-inclusion;surface;patina;max_width_mm;max_length_mm;max_height_mm;weight_g;area_mm^2;sample_size;parish_level
389;;Tärna;511119;7277022;31924;;;;;Flake;Flake;;"IMG_0221;IMG_0222;IMG_0223;IMG_0224";Quartzite;Light brown;7.5Y; 7/1;Granular;Medium-grained;Bright vitreous;Possible bedding;None;Yes;Dark mineral inclusion;;;Yes;114;160;;889;18240;Large;TRUE
390;Vilhelmina 115;Vilhelmina;7204853;518271;2545;2;;;;Point preform;Preform;;"IMG_0226;IMG_0227";Quartzite;Opaque;7.5Y; 6/2;Massive;Fine-grained;Bright vitreous;None;None;No;;;;No;23;34;7;10;782;Medium;
391;Vilhelmina 115;Vilhelmina;7204853;518271;2545;1;;;;Arrow point;Point;;"IMG_0228;IMG_0229";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;16;30;7;6;480;Small;
392;Vilhelmina 117;Vilhelmina;7204780;518625;2542;1;;;;Arrow point fragment;Point fragment;;"IMG_0230;IMG_0231";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;17;21;6;4;357;Small;
393;Vilhelmina 115;Vilhelmina;7204853;518271;2506;3;;;;Point preform;Preform;;"IMG_0232;IMG_0233";Quartzite;Black;N1; ;Massive;Fine-grained;Dull;None;None;No;;;;No;35;47;13;22;1645;Medium;
394;Vilhelmina 399;Vilhelmina;7159767;582529;21598;5;;;;Point;Point;;"IMG_0234;IMG_0235";Quartzite;Light gray;7.5Y; 8/1;Granular;Fine-grained;Dull;None;None;Yes;;;;Yes;20;37;5;2;740;Medium;
395;;Vilhelmina;548201;7201665;35777;8;;;;Point preform;Preform;;"IMG_0236;IMG_0237";Quartzite;Gray streaked with black;N1; ;Granular;Fine-grained;Waxy;None;None;No;Bands of dark mineral;;;No;18;41;;;738;Medium;TRUE
396;Vilhelmina 458;Vilhelmina;7138860;592509;27068;2;;;;Point;Point;;"IMG_0238;IMG_0239";Slate;Light gray;7.5Y; 7/2;Massive;Fine-grained;Dull;None;Foliated;Yes;;;;Yes;13;26;2;1;338;Small;
397;Vilhelmina 450;Vilhelmina;7141815;589644;27062;2;;;;Point;Point;;"IMG_0240;IMG_0241";Quartzite;Black;N1; ;Granular;Fine-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;22;28;6;4;616;Medium;
398;;Vilhelmina;548201;7201665;35783;4;;;;Point fragment;Point fragment;;"IMG_0242;IMG_0243;IMG_0244";Quartz;Opaque;7.5Y; 8/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;30;27;;;810;Medium;TRUE
399;;Vilhelmina;548201;7201665;35783;2;;;;Arrow point fragment;Point fragment;;"IMG_0245;IMG_0246";Quartzite;Gray;7.5Y; 5/1;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;16;28;;;448;Small;TRUE
400;Vilhelmina 109;Vilhelmina;7205154;517514;2492;1;;;;Point preform;Preform;;"IMG_0247;IMG_0248";Quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;28;54;12;16;1512;Medium;
401;Vilhelmina 444;Vilhelmina;7144672;586277;21602;55;;;;Point preform;Preform;;"IMG_0249;IMG_0250";Quartzite;Gray;5Y; 4/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;18;28;8;6;504;Small;
402;Vilhelmina 444;Vilhelmina;7144672;586277;21602;63;;;;Point preform;Preform;;"IMG_0251;IMG_0252";Quartzite;Light gray;N6; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;31;54;9;15;1674;Medium;
403;Vilhelmina 439;Vilhelmina;7143695;585942;27053;7;;;;Point fragment;Point fragment;;"IMG_0253;IMG_0254";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;14;34;4;2;476;Small;
404;Vilhelmina 450;Vilhelmina;7141815;589644;27062;1;;;;Point preform;Preform;;"IMG_0255;IMG_0256";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;44;41;12;23;1804;Medium;
405;Vilhelmina 216;Vilhelmina;7173355;561753;32146;1;;;;Point preform;Preform;;"IMG_0257;IMG_0258";Quartzite;Black;N4; ;Massive;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;23;54;26;19;1242;Medium;
406;Vilhelmina 245;Vilhelmina;7174307;567172;32152;1;;;;Point preform;Preform;;"IMG_0259;IMG_0260";Quartzite;Gray streaked with black;5Y; 4/1;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of dark mineral;;;No;28;48;26;16,4;1344;Medium;
407;Vilhelmina 411;Vilhelmina;7154659;584594;32171;;;;;Point fragment;Point fragment;;"IMG_0261;IMG_0262";Quartzite;Opaque;2.5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;35,3;76,3;26;24;2693,39;Large;
408;Vilhelmina 769;Vilhelmina;7161707;581627;32236;1;;;;Arrow point;Point;;"IMG_0263;IMG_0264";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;8,9;32;26;1,8;284,8;Small;
409;Vilhelmina 791;Vilhelmina;7196177;576025;32244;1;;;;Point;Point;;"IMG_0265;IMG_0266";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;No;;;;No;18;41,3;26;7,9;743,4;Medium;
410;Vilhelmina 1069;Vilhelmina;7218085;508318;32274;1;;;;Point fragment;Point fragment;;"IMG_0267;IMG_0268";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;No;Bands of quartz;;;No;27,5;50,8;26;17;1397;Medium;
411;Vilhelmina 1124;Vilhelmina;7213074;502865;32287;;;;;Point;Point;;"IMG_0269;IMG_0270";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;No;;;;No;25,4;58;26;17,9;1473,2;Medium;
412;;;;;32161;1;;;;;;;"IMG_0272;IMG_0273";Quartzite;White;N9; ;Massive;Fine-grained;Waxy;None;None;No;;;;No;22;65;;;1430;Medium;
413;Vilhelmina 637;Vilhelmina;7202213;540640;32213;1;;;;Point;Point;;"IMG_0274;IMG_0275";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;30,6;63,5;26;25,5;1943,1;Medium;
414;Vilhelmina 643;Vilhelmina;7196664;540871;32216;3;1;1;;Point preform;Preform;;"IMG_0276;IMG_0277";Quartzite;Light gray streaked with black;N5; ;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;38;68;;;2584;Large;
415;Vilhelmina 643;Vilhelmina;7196664;540871;32216;3;1;2;;Point preform;Preform;;"IMG_0278;IMG_0279";Quartzite;Black;N3; ;Granular;Fine-grained;Dull;None;None;Yes;;;;Yes;34;74;;;2516;Large;
416;Vilhelmina 643;Vilhelmina;7196664;540871;32216;3;1;3;;Point preform;Preform;;"IMG_0280;IMG_0281";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;24;42;;;1008;Medium;
417;Vilhelmina 1127;Vilhelmina;7214358;499190;32290;1;;;;Point preform;Preform;;"IMG_0282;IMG_0283";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;No;;;;No;30,5;60;26;28,6;1830;Medium;
418;;Vilhelmina;548201;7201665;35777;5;;;;Arrow point;Point;;"IMG_0284;IMG_0285";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;Bands of quartz;;;Yes;19;60;;;1140;Medium;TRUE
419;;Vilhelmina;548201;7201665;35761;7;;;;Point preform;Preform;;"IMG_0286;IMG_0287";Quartzite;Brown streaked with black;2.5Y; 4/4;Granular;Medium-grained;Waxy;None;None;No;Bands of dark mineral;;;No;22;58;;;1276;Medium;TRUE
420;;Vilhelmina;548201;7201665;35777;6;;;;Arrow point;Point;;"IMG_0288;IMG_0289";Quartzite;Light gray streaked with black;N8; ;Granular;Medium-grained;Dull;None;None;No;Dark mineral inclusion;;;No;29;84;;;2436;Large;TRUE
421;;Vilhelmina;548201;7201665;35777;7;;;;Arrow point fragment;Point fragment;;"IMG_0290;IMG_0291";Quartzite;White;N9; ;Granular;Fine-grained;Dull;None;None;No;;;;No;16;34;;;544;Small;TRUE
422;;Vilhelmina;548201;7201665;35783;10;;;;Arrow point;Point;;"IMG_0292;IMG_0293";Quartzite;Opaque;2.5Y; 8/1;Granular;Fine-grained;Bright vitreous;None;None;No;Dark mineral inclusion;;;No;17;47;;;799;Medium;TRUE
423;Åsele 273;Åsele;7102728;629862;36080;;;;;Point preform;Preform;;"IMG_0294;IMG_0295";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;Mineral grains;;;Yes;33;70;;;2310;Large;
424;Åsele 182;Åsele;7120412;600842;36083;1;;;;Arrow point;Point;;"IMG_0296;IMG_0297";Quartzite;Black;N1; ;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of quarz;;;No;21;59;;;1239;Medium;
425;Åsele 182;Åsele;7120412;600842;36083;2a;;;;Point preform;Preform;;"IMG_0298;IMG_0299";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;30;64;;;1920;Medium;
426;Åsele 56;Åsele;7118032;606258;36092;3b;;;;Point preform;Preform;;"IMG_0300;IMG_0301";Quartzite;Gray streaked with black;5Y; 5/2;Granular;Medium-grained;Waxy;None;None;No;Bands of dark mineral;;;No;24;62;;;1488;Medium;
427;Åsele 56;Åsele;7118032;606258;36092;3c;;;;Point preform;Preform;;"IMG_0302;IMG_0303";Quartzite;Gray;5Y; 6/1;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;30;55;;;1650;Medium;
428;Åsele 188;Åsele;7119941;601259;36096;1;;;;Arrow point;Point;;"IMG_0304;IMG_0305";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;Quartz;;;Yes;22;56;;;1232;Medium;
429;Vilhelmina 419;Vilhelmina;7149834;586655;27037;1;;;;Point preform;Preform;;"IMG_0306;IMG_0307";Quartzite;Light gray;5Y; 7/2;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of quartz;;;No;36;101;10;40;3636;Large;
430;Vilhelmina 335;Vilhelmina;7147441;586629;14111;4;;;;Point preform;Preform;;"IMG_0308;IMG_0309";Quartzite;Black;N1; ;Granular;Fine-grained;Bright vitreous;None;None;No;;;;No;26;42;13;12;1092;Medium;
431;Vilhelmina 112;Vilhelmina;7201159;511621;2525;;;;;Arrow point fragment;Point fragment;;"IMG_0310;IMG_0311";Quartzite;Opaque;2.5Y; 9/1;Granular;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;33;42;7;9;1386;Medium;
432;Vilhelmina 399;Vilhelmina;7159767;582529;21598;4;;;;Point fragment;Point fragment;;"IMG_0312;IMG_0313";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;;No;14;17;6;2;238;Small;
433;Lycksele 301;Lycksele;7168150;676423;32334;1;;;;Flake;Flake;;"IMG_0321;IMG_0322";Quartzite;Beige;2.5Y; 6/6;Massive;Fine-grained;Bright vitreous;None;Possible foliation;No;Red/pinkish streaks;;;Yes;37;30;;;1110;Medium;
434;Lycksele 301;Lycksele;7168150;676423;32334;2;;;;Point;Point;;"IMG_0323;IMG_0324";Quartzite;Opaque;2.5Y; 6/3;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;15,9;26,7;;2,9;424,53;Small;
435;Lycksele 301;Lycksele;7168150;676423;32334;3;;;;Point;Point;;"IMG_0329;IMG_0330";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;Yes;15;29,3;;2,5;439,5;Small;
436;Lycksele 301;Lycksele;7168150;676423;32334;4;;;;Point;Point;;"IMG_0331;IMG_0332";Quartzite;Dark gray;N3; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;Iron oxide;Yes;18,5;37,7;;4,1;697,45;Medium;
437;Lycksele 301;Lycksele;7168150;676423;32334;5;;;;Point;Point;;"IMG_0333;IMG_0334";Slate;Brown;7.5YR; 2/2;Massive;Fine-grained;Dull;None;Foliated;Yes;;;;Yes;13;14;;;182;Small;
438;Lycksele 301;Lycksele;7168150;676423;32334;6;;;;Flake;Flake;;"IMG_0335;IMG_0336";Quartz;Translucent;; ;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;No;13;30;;;390;Small;
439;Lycksele 301;Lycksele;7168150;676423;32334;7;;;;Point;Point;;"IMG_0340;IMG_0341";Quartzite;Gray;7.5Y; 3/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;17;68;;9,9;1156;Medium;
440;Lycksele 301;Lycksele;7168150;676423;32334;8;;;;Point;Point;;"IMG_0342;IMG_0343";Quartzite;Gray;N2; ;Granular;Medium-grained;Bright vitreous;None;None;Yes;;;;Yes;18,3;47,1;;5,9;861,93;Medium;
441;Lycksele 301;Lycksele;7168150;676423;32334;9;;;;Point;Point;;"IMG_0345;IMG_0347";Quartzite;Gray streaked with black;7.5Y; 2/1;Granular;Medium-grained;Waxy;None;None;No;Bands of dark mineral;;;Yes;20,8;35;;5,1;728;Medium;
442;Lycksele 301;Lycksele;7168150;676423;32334;10;;;;Point;Point;;"IMG_0349;IMG_0350";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;Iron oxide;No;16;63;;;1008;Medium;
443;Lycksele 301;Lycksele;7168150;676423;32334;11;;;;Flake;Flake;;"IMG_0351;IMG_0352";Quartzite;White;5Y; 8/1;Massive;Fine-grained;Dull;None;None;Yes;;;;Yes;17;16;;;272;Small;
444;Lycksele 301;Lycksele;7168150;676423;32334;12;;;;Point;Point;;"IMG_0353;IMG_0354";Quartzite;Gray streaked with black;N2; ;Granular;Fine-grained;Waxy;None;None;No;Bands of dark mineral;;;Yes;16,8;35,6;;3,4;598,08;Small;
445;Lycksele 301;Lycksele;7168150;676423;32334;13;;;;Point;Point;;"IMG_0355;IMG_0356";Quartzite;Black streaked with white;N3; ;Massive;Fine-grained;Dull;None;None;No;;;;No;20,1;19,7;;2,1;395,97;Small;
446;Lycksele 301;Lycksele;7168150;676423;32334;14;;;;Point;Point;;"IMG_0357;IMG_0358";Quartzite;Opaque;7.5Y; 7/2;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;20,4;38,9;;5,6;793,56;Medium;
447;Lycksele 301;Lycksele;7168150;676423;32334;15;;;;Raw material;Raw material;;"IMG_0359;IMG_0360";Igneous rock?;Dark gray;N3; ;Massive;Fine-grained;Dull;None;Foliated;Yes;;;;Yes;29;39;;;1131;Medium;
448;Lycksele 301;Lycksele;7168150;676423;32334;16;;;;Point;Point;;"IMG_0361;IMG_0362";Igneous rock?;Black;N1; ;Massive;Fine-grained;Dull;None;None;Yes;;;;Yes;15;56;;;840;Medium;
449;Lycksele 301;Lycksele;7168150;676423;32334;17;;;;Flake;Flake;;"IMG_0363;IMG_0364";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;Yes;26;59;;;1534;Medium;
450;Lycksele 301;Lycksele;7168150;676423;32334;18;;;;Point;Point;;"IMG_0367;IMG_0368";Quartzite;Dark gray streaked with black;N2; ;Granular;Fine-grained;Waxy;None;None;No;Bands of dark mineral;;;No;17,7;51,6;;5,2;913,32;Medium;
451;Lycksele 301;Lycksele;7168150;676423;32334;19;;;;Point;Point;;"IMG_0369;IMG_0370";Quartzite;Dark gray;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;17;30,8;;3,5;523,6;Small;
452;Lycksele 301;Lycksele;7168150;676423;32334;20;;;;Point;Point;;"IMG_0371;IMG_0372";Quartzite;Translucent;2.5Y; 9/1;Massive;Fine-grained;Waxy;None;None;No;Bands of quartz;;;No;14,2;19;;1,6;269,8;Small;
453;Lycksele 301;Lycksele;7168150;676423;32334;21;;;;Point;Point;;"IMG_0373;IMG_0374";Quartz;Opaque;2.5Y; 7/2;Massive;Fine-grained;Waxy;None;None;Yes;;;;No;20,2;35,9;;5,5;725,18;Medium;
454;Lycksele 301;Lycksele;7168150;676423;32334;22;;;;Flake;Flake;;"IMG_0375;IMG_0376";Quartz;Translucent;; ;Massive;Fine-grained;Waxy;None;None;Yes;;;;No;13;17;;;221;Small;
455;Lycksele 301;Lycksele;7168150;676423;32334;23;;;;Point;Point;;"IMG_0377;IMG_0378";Quartzite;Opaque;5Y; 8/2;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;15,4;28,4;;3,2;437,36;Small;
456;Lycksele 301;Lycksele;7168150;676423;32334;24;;;;Knife?;Knife?;;"IMG_0380;IMG_0381";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;29;71,8;;20,7;2082,2;Large;
457;Lycksele 301;Lycksele;7168150;676423;32334;25;;;;Point;Point;;"IMG_0382;IMG_0383";Quartzite;White;5Y; 7/2;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;No;20,5;32,5;;5,6;666,25;Medium;
458;Lycksele 301;Lycksele;7168150;676423;32334;26;;;;Point;Point;;"IMG_0384;IMG_0385";Quartzite;Gray streaked with white;N3; ;Massive;Fine-grained;Bright vitreous;None;None;No;;;;No;15,1;46,3;;4,4;699,13;Medium;
459;Lycksele 301;Lycksele;7168150;676423;32334;27;;;;Point;Point;;"IMG_0386;IMG_0387";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;No;;;Iron oxide;Yes;18,2;33;;3,7;600,6;Medium;
460;Lycksele 301;Lycksele;7168150;676423;32334;28;;;;Point;Point;;"IMG_0388;IMG_0389";Quartzite;Black;N1; ;Granular;Fine-grained;Bright vitreous;None;None;No;;;;Yes;16,3;31;;2,8;505,3;Small;
461;Lycksele 301;Lycksele;7168150;676423;32334;29;;;;Flake;Flake;;"IMG_0390;IMG_0391;IMG_0392";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;16,6;29,3;;3,8;486,38;Small;
462;Lycksele 301;Lycksele;7168150;676423;32334;30;;;;Point;Point;;"IMG_0393;IMG_0394";Quartzite;Dark gray streaked with black;N2; ;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of dark mineral;;;Yes;16,6;38,6;;3,6;640,76;Medium;
463;Lycksele 301;Lycksele;7168150;676423;32334;31;;;;Point;Point;;"IMG_0397;IMG_0398";Quartzite;Opaque;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;15,8;45;;4,6;711;Medium;
464;Lycksele 301;Lycksele;7168150;676423;32334;32;;;;Point;Point;;"IMG_0399;IMG_0400";Quartzite;Gray;N2; ;Massive;Fine-grained;Bright vitreous;None;None;No;Bands of dark mineral;;;No;20;30,3;;2,5;606;Medium;
465;Lycksele 301;Lycksele;7168150;676423;32334;33;;;;Point;Point;;"IMG_0401;IMG_0402";Quartzite;Opaque;N8; ;Massive;Fine-grained;Waxy;None;None;Yes;;;Possibly iron oxide patina on half;Yes;20,6;45;;9,8;927;Medium;
466;Lycksele 301;Lycksele;7168150;676423;32334;34;;;;Point;Point;;"IMG_0403;IMG_0404";Quartzite;Gray;N2; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;No;16,8;40;;4,9;672;Medium;
467;Lycksele 301;Lycksele;7168150;676423;32334;35;;;;Point;Point;;"IMG_0405;IMG_0406";Quartzite;White;N8; ;Massive;Fine-grained;Waxy;None;None;Yes;;;;Yes;18;27;;;486;Small;
468;Lycksele 301;Lycksele;7168150;676423;32334;36;;;;Flake;Flake;;"IMG_0408;IMG_0409";Quartzite;Opaque;2.5Y; 9/1;Massive;Fine-grained;Bright vitreous;None;None;Yes;;;;No;15;28;;;420;Small;
469;Lycksele 301;Lycksele;7168150;676423;32334;37;;;;Point;Point;;"IMG_0410;IMG_0411";Quartz;Opaque;; ;Massive;Fine-grained;Waxy;None;None;Yes;Bands of quartz;;;Yes;15,2;25,4;;2,2;386,08;Small;
470;Lycksele 301;Lycksele;7168150;676423;32334;38;;;;Flake;Flake;;"IMG_0412;IMG_0413";Quartzite;White streaked with gray;N9; ;Granular;Fine-grained;Dull;None;None;No;Bands of dark mineral;;;No;23;40;;;920;Medium;
471;Lycksele 301;Lycksele;7168150;676423;32334;39;;;;Point;Point;;"IMG_0414;IMG_0415";Quartzite;Gray;N4; ;Granular;Medium-grained;Bright vitreous;None;None;No;Bands of quartz;;;Yes;15,8;37,4;;4,9;590,92;Small;
472;Lycksele 301;Lycksele;7168150;676423;32334;40;;;;Flake;Flake;;"IMG_0417;IMG_0418";Slate;Black;N1; ;Massive;Fine-grained;Dull;None;None;Yes;;;;Yes;30;44;;;1320;Medium;
473;Lycksele 301;Lycksele;7168150;676423;32334;41;;;;Flake;Flake;;"IMG_0419;IMG_0421;IMG_0422";Quartzite;Black;N1; ;Granular;Medium-grained;Waxy;None;None;Yes;;;;Yes;38;70;;;2660;Large;
474;Lycksele 301;Lycksele;7168150;676423;32334;42;;;;Flake;Flake;;"IMG_0423;IMG_0424";Quartzite;White;N9; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;Red discoloration;Yes;23;49;;;1127;Medium;
475;Lycksele 301;Lycksele;7168150;676423;32334;43;;;;Point;Point;;"IMG_0425;IMG_0426";Quartz;White;N9; ;Massive;Fine-grained;Waxy;None;None;Yes;;;;No;16;28;;;448;Small;
476;Lycksele 301;Lycksele;7168150;676423;32334;44;;;;Point;Point;;"IMG_0427;IMG_0428";Quartzite;Dark gray;N2; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;14;35;;;490;Small;
477;Lycksele 301;Lycksele;7168150;676423;32334;45;;;;Point;Point;;"IMG_0429;IMG_0430";Quartzite;Gray;N3; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;17,5;39,9;;5,6;698,25;Medium;
478;Lycksele 301;Lycksele;7168150;676423;32334;46;;;;Flake;Flake;;"IMG_0431;IMG_0432";Quartzite;Gray;N3; ;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;18;18;;;324;Small;
479;Lycksele 301;Lycksele;7168150;676423;32334;47;;;;Point;Point;;"IMG_0433;IMG_0434";Quartzite;Light gray;7.5Y; 7/1;Granular;Fine-grained;Bright vitreous;None;None;Yes;;;;Yes;17;21,8;;2,3;370,6;Small;
480;Lycksele 301;Lycksele;7168150;676423;32334;48;;;;Point;Point;;"IMG_0435;IMG_0436";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;20;24;;;480;Small;
481;Lycksele 301;Lycksele;7168150;676423;32334;49;;;;Point;Point;;"IMG_0437;IMG_0438";Quartzite;Black;N1; ;Granular;Fine-grained;Waxy;None;None;Yes;;;;No;16,7;50,3;;5,3;840,01;Medium;
482;Lycksele 301;Lycksele;7168150;676423;32334;50;;;;Point;Point;;"IMG_0439;IMG_0440";Quartzite;Black streaked with white;N1; ;Granular;Medium-grained;Dull;None;None;No;;;;Yes;19,6;38,3;;3,9;750,68;Medium;
483;Lycksele 301;Lycksele;7168150;676423;32334;51;;;;Flake;Flake;;"IMG_0441;IMG_0442";Breccie quartz;Translucent;; ;Massive;Fine-grained;Waxy;None;None;No;Dark mineral grains;;;No;10;10;;;100;Small;
491;Skellefteå 123;Skellefteå;7196682;755062;Saknas;;;;F5;Point preform;Preform;;"IMG_0466;IMG_0467";Quartzite;Black;N1; ;Granular;Medium-grained;Dull;None;Foliated;Yes;;;;Yes;67;99;23;158;6633;Large;
492;Skellefteå 123;Skellefteå;7196682;755062;Saknas;;;;F6;Point preform;Preform;;"IMG_0468;IMG_0469";Quartzite;Black;N1; ;Granular;Medium-grained;Bright vitreous;None;Foliated;Yes;;;;Yes;49;102;20;86;4998;Large;
493;Skellefteå 123;Skellefteå;7196682;755062;Saknas;;;;F7;Point preform;Preform;;"IMG_0470;IMG_0471";Quartzite;Black;N1; ;Granular;Medium-grained;Bright vitreous;None;Foliated;Yes;;;;Yes;74;122;27;192;9028;Large;
494;Skellefteå 123;Skellefteå;7196682;755062;Saknas;;;;F11;Point preform;Preform;;"IMG_0472;IMG_0475";Quartzite;Black;N1; ;Granular;Medium-grained;Bright vitreous;None;Foliated;Yes;;;;Yes;85;109;38;256;9265;Large;
