sample_id;site_id;sweref_x;sweref_y;parish;color;hue;munsell_hue;munsell_value;material;artefact;type;find_context;patina;texture_1;texture_2;luster;sediment;foliation;topgraphy;homogeneity;inclusion;max_width_mm;max_length_mm;max_height_cm;weight_g;area_mm2;sample_size;river
121;Dorotea 10;7139492;553134;Dorotea;Black;Dark;N1; ;Quartzite;Preform;Preform;Surveyed;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Quartz grains;23;38;9;10;874;Medium;Fjällsjöälven
122;Dorotea 143;7135759;553501;Dorotea;Gray;Dark;2.5PB; 5/1;Quartzite;Point preform;Preform;Surveyed;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;42;87;23;74;3654;Large;Fjällsjöälven
123;Dorotea 143;7135759;553501;Dorotea;Gray;Dark;7.5Y; 3/1;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;40;77;18;46;3080;Large;Fjällsjöälven
124;Dorotea 143;7135759;553501;Dorotea;Dark gray;Dark;N3; ;Quartzite;Point preform;Preform;Surveyed;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;23;54;8;16;1242;Medium;Fjällsjöälven
125;Dorotea 143;7135759;553501;Dorotea;Opaque;Light;2.5Y; 9/1;Quartz;Point;Point;Surveyed;No;Massive;Fine-grained;Waxy;None;None;Smooth;No;Dark mineral grains;17;45;6;4;765;Medium;Fjällsjöälven
126;Dorotea 84;7138940;553416;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;41;53;11;29;2173;Large;Fjällsjöälven
127;Dorotea 84;7138940;553416;Dorotea;Gray;Dark;N2; ;Quartzite;Point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;13;23;4;;299;Small;Fjällsjöälven
128;Dorotea 84;7138940;553416;Dorotea;Black;Dark;N1; ;Quartzite;Point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;14;42;5;7;588;Small;Fjällsjöälven
129;Dorotea 84;7138940;553416;Dorotea;Dark yellow;Light;2.5Y; 6/3;Quartzite;Point;Point;Excavation;Yes;Massive;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;18;27;5;5;486;Small;Fjällsjöälven
130;Dorotea 84;7138940;553416;Dorotea;Light gray;Dark;10Y; 5/2;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral grains;21;24;7;5;504;Small;Fjällsjöälven
131;Dorotea 84;7138940;553416;Dorotea;Opaque;Light;5Y; 6/2;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;Possible foliation;Smooth;No;;21;44;9;7;924;Medium;Fjällsjöälven
132;Dorotea 84;7138940;553416;Dorotea;Black;Dark;N1; ;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;16;20;6;3;320;Small;Fjällsjöälven
133;Dorotea 84;7138940;553416;Dorotea;Gray;Dark;5Y; 2/1;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;48;115;26;135;5520;Large;Fjällsjöälven
134;Dorotea 84;7138940;553416;Dorotea;Opaque;Light;5Y; 7/1;Quartzite;Point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;18;27;6;4;486;Small;Fjällsjöälven
135;Dorotea 84;7138940;553416;Dorotea;Opaque;Light;5Y; 7/1;Quartzite;Spear point;Point;Excavation;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;29;51;10;22;1479;Medium;Fjällsjöälven
136;Dorotea 84;7138940;553416;Dorotea;White;Light;5Y; 8/1;Quartzite;Arrow point;Point;Excavation;No;Granular;Fine-grained;Dull;None;None;Smooth;No;Bands of quartz;15;24;5;2;360;Small;Fjällsjöälven
137;Dorotea 84;7138940;553416;Dorotea;Dark yellow;Dark;2.5Y; 4/3;Quartzite;Point;Point;Excavation;No;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;12;18;4;;216;Small;Fjällsjöälven
138;Dorotea 84;7138940;553416;Dorotea;Gray;Dark;N4; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;30;35;10;12;1050;Medium;Fjällsjöälven
139;Dorotea 229;7175796;524955;Dorotea;Black;Dark;N3; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;47;86;15;63;4042;Large;Fjällsjöälven
140;Dorotea 229;7175796;524955;Dorotea;Black;Dark;N2; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Fine;No;Bands of quartz;26;44;26;9;1144;Medium;Fjällsjöälven
141;Dorotea 229;7175796;524955;Dorotea;Black;Dark;N2; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;35;44;12;20;1540;Medium;Fjällsjöälven
142;Dorotea 229;7175796;524955;Dorotea;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;Possible bedding;None;Conchoidal;No;Dark mineral inclusion;27;45;9;10;1215;Medium;Fjällsjöälven
143;Dorotea 507;7150720;545284;Dorotea;White;Light;7.5Y; 8/2;Quartzite;Spear point;Point;Surveyed;Yes;Massive;Fine-grained;Bright vitreous;None;None;Smooth;No;Iron;43;143;;;6149;Large;Fjällsjöälven
144;Dorotea 229;7175796;524955;Dorotea;Gray;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;20;20;8;30;400;Small;Fjällsjöälven
145;Dorotea 628;7138721;553788;Dorotea;Brown streaked with black;Dark;2.5Y; 4/3;Quartzite;Point;Point;Surveyed;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;35;98;;;3430;Large;Fjällsjöälven
146;Dorotea 229;7175796;524955;Dorotea;White;Light;5Y; 9/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Quartz;26;54;10;11;1404;Medium;Fjällsjöälven
147;Dorotea 229;7175796;524955;Dorotea;Gray;Light;N6; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;41;78;14;35;3198;Large;Fjällsjöälven
148;Dorotea 304;7174756;522069;Dorotea;Brown;Dark;2.5Y; 3/2;Quartzite;Point;Point;Stray find;No;Granular;Fine-grained;Waxy;None;None;Smooth;Yes;;12;15;5;2;180;Small;Fjällsjöälven
149;Dorotea 304;7174756;522069;Dorotea;Gray;Light;2.5Y; 6/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;25;16;11;6;400;Small;Vindelälven
150;Dorotea 304;7174756;522069;Dorotea;Gray;Dark;N3; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;37;30;13;15;1110;Medium;Fjällsjöälven
151;Dorotea 304;7174756;522069;Dorotea;Gray;Dark;N3; ;Quartzite;Spear point;Point;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Bands of quartz;34;33;11;12;1122;Medium;Fjällsjöälven
152;Åsele 182;7120412;600842;Åsele;White streaked with black;Dark;N3; ;Quartzite;Point preform;Preform;Survey;Yes;Granular;Fine-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;44;76;19;63;3344;Large;Ångermanälven
153;Åsele 182;7120412;600842;Åsele;Brown;Dark;5Y; 4/3;Quartzite;Point preform;Preform;Survey;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;42;91;25;125;3822;Large;Ångermanälven
154;;7119882;617013;Åsele;White;Light;5Y; 9/1;Quartzite;Point preform;Preform;Unknown;Yes;Granular;Fine-grained;Dull;None;None;Smooth;No;Dark mineral inclusion;40;80;13;42;3200;Large;Ångermanälven
155;;7119882;617013;Åsele;Opaque;Light;2.5Y; 8/1;Quartzite;Point preform;Preform;Unknown;No;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;18;40;6;4;720;Medium;Ångermanälven
156;;7119882;617013;Åsele;Gray;Light;5Y; 6/1;Quartzite;Point preform;Preform;Unknown;Yes;Granular;Fine-grained;Dull;None;None;Smooth;No;Dark mineral inclusion;30;33;10;13;990;Medium;Ångermanälven
157;;7119882;617013;Åsele;Brown;Dark;2.5Y; 3/2;Quartzite;Point preform;Preform;Unknown;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;29;42;9;13;1218;Medium;Ångermanälven
158;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point;Point;Unknown;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;20;47;6;5;940;Medium;Ångermanälven
159;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;25;50;7;11;1250;Medium;Ångermanälven
160;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;25;51;8;12;1275;Medium;Ångermanälven
161;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;30;23;7;7;690;Medium;Ångermanälven
162;;7119882;617013;Åsele;Gray;Dark;N2; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Mineral grains;17;42;6;5;714;Medium;Ångermanälven
163;;7119882;617013;Åsele;Gray;Dark;N2; ;Quartzite;Point preform;Preform;Unknown;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;25;31;7;6;775;Medium;Ångermanälven
164;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;18;28;6;3;504;Small;Ångermanälven
165;;7119882;617013;Åsele;Black;Dark;N1; ;Quartzite;Point;Point;Unknown;No;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;;15;17;4;;255;Small;Ångermanälven
166;;7119882;617013;Åsele;Gray;Dark;N4; ;Quartzite;Point preform;Preform;Unknown;Yes;Granular;Fine-grained;Waxy;None;None;Weathered;No;Dark mineral inclusion;21;37;7;6;777;Medium;Ångermanälven
167;Åsele 393;7117732;614540;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Fine-grained;Dull;None;None;Smooth;Yes;;31;33;10;11;1023;Medium;Ångermanälven
168;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;28;41;11;12;1148;Medium;Ångermanälven
169;Åsele 129;7116373;615774;Åsele;Gray;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;23;19;17;3;437;Small;Ångermanälven
170;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;14;18;6;2;252;Small;Ångermanälven
171;Åsele 129;7116373;615774;Åsele;Gray;Dark;N4; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;Yes;;15;17;16;2;255;Small;Ångermanälven
172;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Fine;No;Bands of quartz;16;61;7;6;976;Medium;Ångermanälven
173;Åsele 129;7116373;615774;Åsele;Opaque;Dark;2.5Y; 3/1;Brecciated quartz;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;17;23;5;3;391;Small;Ångermanälven
174;Åsele 129;7116373;615774;Åsele;Gray;Dark;N1; ;Quartzite;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Dull;None;None;Conchoidal;Yes;;18;18;5;2;324;Small;Ångermanälven
175;Åsele 129;7116373;615774;Åsele;Gray;Dark;N4; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;29;52;11;17;1508;Medium;Ångermanälven
176;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;Arrow point;Point;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Fine;No;Banded quartz;17;61;6;7;1037;Medium;Ångermanälven
177;Åsele 129;7116373;615774;Åsele;Black;Dark;N1; ;Quartzite;Preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;29;51;12;16;1479;Medium;Ångermanälven
178;Åsele 91;7116832;612227;Åsele;White;Light;7.5Y; 7/1;Quartzite;Bifacial point;Point;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral inclusion;17;35;6;6;595;Small;Ångermanälven
179;Åsele 91;7116832;612227;Åsele;Opaque;Light;5Y; 7/2;Brecciated quartz;Bifacial point;Point;Survey;No;Massive;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral grains;16;27;5;2;432;Small;Ångermanälven
180;Åsele 91;7116832;612227;Åsele;Opaque;Light;5Y; 7/2;Quartz;Arrow point;Point;Excavation;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;No;Dark mineral grains;12;13;4;1;156;Small;Ångermanälven
181;Åsele 92;7116829;611906;Åsele;Opaque;Light;5Y; 7/2;Quartz;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;32;34;9;10;1088;Medium;Ångermanälven
182;Åsele 99;7119120;610139;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;34;42;9;14;1428;Medium;Ångermanälven
183;Åsele 99;7119120;610139;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;No;Mineral grains;40;54;14;31;2160;Large;Ångermanälven
184;Åsele 101;7118728;609614;Åsele;White;Light;5Y; 9/1;Quartzite;Point;Point;Survey;No;Granular;Medium-grained;Dull;None;None;Smooth;No;Quartz and matrix;19;42;7;7;798;Medium;Ångermanälven
185;Åsele 107;7118235;610410;Åsele;Black;Dark;N1; ;Quartzite;Preform;Preform;Excavation;No;Granular;Fine-grained;Bright vitreous;Bedding;None;Smooth;No;Banded;33;37;9;11;1221;Medium;Ångermanälven
186;Åsele 107;7118235;610410;Åsele;Gray;Dark;N2; ;Quartzite;Point;Point;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;38;40;7;14;1520;Medium;Ångermanälven
187;Åsele 107;7118235;610410;Åsele;Gray;Dark;N1; ;Quartzite;Point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;28;50;10;12;1400;Medium;Ångermanälven
188;Åsele 117;7123473;611413;Åsele;Gray;Dark;N1; ;Quartzite;Point;Point;Excavation;No;Granular;Medium-grained;Waxy;None;None;Smooth;No;Mineral grains;17;28;4;2;476;Small;Ångermanälven
189;Åsele 117;7123473;611413;Åsele;Light gray;Light;5Y; 6/1;Quartzite;Point;Point;Excavation;Yes;Granular;Fine-grained;Dull;None;None;Fine;No;Mineral grains;13;22;3;1;286;Small;Ångermanälven
190;Åsele 119;7126340;609918;Åsele;Black;Dark;N1; ;Quartzite;Point fragment;Point fragment;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;30;36;10;13;1080;Medium;Ångermanälven
191;Åsele 117;7123473;611413;Åsele;Gray;Dark;N4; ;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion and iron;25;64;10;18;1600;Medium;Ångermanälven
192;Åsele 236;7121285;635089;Åsele;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Mineral grains;30;50;;;1500;Medium;Ångermanälven
193;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;67;123;34;301;8241;Large;Ångermanälven
194;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;36;46;10;21;1656;Medium;Ångermanälven
195;Vilhelmina 240;7174962;566693;Vilhelmina;Opaque;Light;5Y; 7/3;Brecciated quartz;Point fragment;Point fragment;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral grains;35;92;10;31;3220;Large;Ångermanälven
196;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;5Y; 2/1;Quartzite;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;47;98;26;103;4606;Large;Ångermanälven
197;Vilhelmina 643;7196664;540871;Vilhelmina;Gray;Dark;5Y; 3/1;Quartzite;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;45;78;19;66;3510;Large;Ångermanälven
198;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;61;114;26;209;6954;Large;Ångermanälven
199;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Scraper;Scraper;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;42;67;12;38;2814;Large;Ångermanälven
200;Vilhelmina 611;7203619;540620;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;25;69;11;16;1725;Medium;Ångermanälven
201;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Light;5Y; 6/1;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Dull;None;None;Conchoidal;No;Dark mineral inclusion;39;77;19;56;3003;Large;Ångermanälven
202;Vilhelmina 168;7196187;576229;Vilhelmina;Gray streaked with white;Dark;N3; ;Quartzite;Arrow point;Point;Stray find;Yes;Massive;Fine-grained;Bright vitreous;None;None;Conchoidal;No;Mineral inclusion;12;42;5;2;504;Small;Vojmån
203;Vilhelmina 168;7196187;576229;Vilhelmina;Opaque;Light;5Y; 7/1;Quartz;Point preform;Preform;Stray find;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;18;41;7;6;738;Medium;Vojmån
204;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;Yes;;24;58;10;16;1392;Medium;Ångermanälven
205;Vilhelmina 931;7195741;581917;Vilhelmina;Opaque;Light;7.5Y; 8/1;Quartzite;Point preform;Preform;Stray find;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;16;58;5;7;928;Medium;Vojmån
206;Vilhelmina 854;7217560;557478;Vilhelmina;Light gray;Light;2.5Y; 9/1;Quartzite;Point;Point;Survey;Yes;Granular;Medium-grained;Dull;None;None;Fine;No;Bands of quartz;17;41;5;6;697;Medium;Vojmån
207;Vilhelmina 542;7173407;571126;Vilhelmina;Gray streaked with black;Dark;5Y; 3/2;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;26;65;13;19;1690;Medium;Ångermanälven
208;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Dark;5Y; 4/2;Quartzite;Point preform;Preform;Excavation;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;33;47;11;15;1551;Medium;Ångermanälven
209;Vilhelmina 941;7196260;580291;Vilhelmina;Opaque;Light;2.5Y; 8/1;Brecciated quartz;Arrow point;Point;Stray find;No;Massive;Fine-grained;Waxy;None;None;Fine;No;Dark mineral grains;20;46;7;8;920;Medium;Vojmån
210;Vilhelmina 619;7205350;539917;Vilhelmina;Gray;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Smooth;Yes;;27;58;12;13;1566;Medium;Ångermanälven
211;Vilhelmina 931;7195741;581917;Vilhelmina;Opaque;Light;2.5Y; 8/2;Quartzite;Point;Point;Stray find;No;Granular;Fine-grained;Bright vitreous;Possible bedding;None;Smooth;Yes;;19;15;6;2;285;Small;Vojmån
212;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Light;5Y; 6/1;Quartzite;Point preform;Preform;Excavation;No;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;50;86;30;112;4300;Large;Ångermanälven
213;Vilhelmina 643;7196664;540871;Vilhelmina;Gray;Dark;N3; ;Quartzite;Preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;53;91;20;93;4823;Large;Ångermanälven
214;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;43;38;14;24;1634;Medium;Ångermanälven
215;Vilhelmina 619;7205350;539917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Waxy;None;None;Smooth;Yes;;43;39;16;24;1677;Medium;Ångermanälven
216;Vilhelmina 643;7196664;540871;Vilhelmina;Black;Dark;N1; ;Quartzite;Preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;46;83;17;72;3818;Large;Ångermanälven
217;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;Retouched flake;Flake;Survey;No;Granular;Fine-grained;Bright vitreous;None;None;Smooth;Yes;;24;26;6;4;624;Medium;Ångermanälven
218;Vilhelmina 948;7197896;578653;Vilhelmina;Gray;Light;7.5Y; 6/1;Quartzite;Point;Point;Survey;No;Granular;Medium-grained;Dull;None;None;Fine;Yes;;17;51;6;5;867;Medium;Vojmån
219;Vilhelmina 1364;7174189;568873;Vilhelmina;Gray;Dark;N3; ;Quartzite;Arrow point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Dark mineral inclusion;33;44;9;13;1452;Medium;Ångermanälven
220;Vilhelmina 1170;7230709;551461;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;47;79;20;72;3713;Large;Ångermanälven
221;Vilhelmina 636;7201659;541153;Vilhelmina;Gray streaked with black;Dark;7.5Y; 4/1;Quartzite;Point preform;Preform;Excavation;Yes;Granular;Medium-grained;Waxy;None;None;Conchoidal;No;Dark mineral inclusion;31;51;10;19;1581;Medium;Ångermanälven
222;Vilhelmina 948;7197896;578653;Vilhelmina;Black;Dark;N1; ;Slate;Spear point preform;Preform;Survey;Yes;Massive;Fine-grained;Dull;None;Foliated;Smooth;Yes;;41;71;9;29;2911;Large;Ångermanälven
223;Vilhelmina 948;7197896;578653;Vilhelmina;Gray;Dark;7.5Y; 4/1;Quartzite;Point preform;Preform;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;29;64;11;20;1856;Medium;Vojmån
224;Vilhelmina 931;7195741;581917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Stray find;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;Yes;;30;70;9;21;2100;Large;Vojmån
225;;7201665;548201;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Unknown;No;Granular;Medium-grained;Bright vitreous;None;None;Conchoidal;No;Mineral grains;30;120;11;54;3600;Large;Ångermanälven
226;Vilhelmina 931;7195741;581917;Vilhelmina;Black;Dark;N1; ;Quartzite;Point;Point;Stray find;Yes;Granular;Fine-grained;Bright vitreous;None;None;Conchoidal;Yes;;16;52;6;7;832;Medium;Vojmån
227;Vilhelmina 539;7171348;570601;Vilhelmina;Gray;Dark;7.5Y; 3/1;Quartzite;Arrow point;Point;Survey;No;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;18;34;6;4;612;Medium;Ångermanälven
228;Vilhelmina 931;7195741;581917;Vilhelmina;Gray;Dark;7.5Y; 3/1;Quartzite;Point;Point;Stray find;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;Dark mineral inclusion;17;42;7;6;714;Medium;Vojmån
229;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;Point preform;Preform;Survey;No;Granular;Fine-grained;Waxy;None;None;Conchoidal;Yes;;25;48;8;10;1200;Medium;Ångermanälven
230;Vilhelmina 949;7201665;548201;Vilhelmina;Opaque;Light;5Y; 9/1;Brecciated quartz;Arrow point;Point;Survey;No;Massive;Fine-grained;Waxy;None;Possible foliation;Fine;No;Dark mineral grains;18;68;6;10;1224;Medium;Ångermanälven
231;Vilhelmina 1254;7173533;570768;Vilhelmina;Gray;Dark;N3; ;Quartzite;Arrow point;Point;Survey;No;Granular;Fine-grained;Waxy;None;None;Fine;No;Mineral inclusion;16;30;5;5;480;Small;Ångermanälven
232;Vilhelmina 1254;7173533;570768;Vilhelmina;Gray streaked with white;Dark;N3; ;Quartzite;Arrow point;Point;Survey;Yes;Granular;Medium-grained;Bright vitreous;None;None;Fine;No;;14;24;3;2;336;Small;Ångermanälven
233;Vilhelmina 1254;7173533;570768;Vilhelmina;Light gray;Light;10B; 6/1;Quartzite;Arrow point;Point;Survey;No;Massive;Fine-grained;Dull;None;Possible foliation;Fine;No;;16;33;3;2;528;Small;Ångermanälven
234;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;Arrow point;Point;Survey;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;23;37;7;7;851;Medium;Ångermanälven
235;Vilhelmina 240;7174962;566693;Vilhelmina;Black;Dark;N1; ;Quartzite;Point;Point;Stray find;No;Granular;Medium-grained;Waxy;None;None;Fine;Yes;;34;97;8;40;3298;Large;Ångermanälven
236;Vilhelmina 1254;7173533;570768;Vilhelmina;White;Light;2.5Y; 7/1;Quartzite;Arrow point;Point;Survey;No;Granular;Fine-grained;Dull;None;None;Fine;No;;8;28;4;2;224;Small;Ångermanälven
237;Vilhelmina 1254;7173533;570768;Vilhelmina;Black;Dark;N1; ;Quartzite;Arrow point preform;Preform;Survey;Yes;Granular;Fine-grained;Bright vitreous;None;None;Weathered;No;;19;39;6;5;741;Medium;Ångermanälven
